,Name,Price,Menu,Menu_link_re,Menu_link_ye,Review_new,Star_new,Address_new,OpenTime_new,Amentities
104,Ichibantei,"Moderate, 11 to 30","Chicken Nanban,Karaage,Cold Ramen Fried Chicken,Garlic Chicken,Katsu Don,""kurobata"" Pork Ginger,Black Pork Sausage,Agedashi,Teriyaki Chicken",,https://www.yelp.com/menu/ichibantei-new-york,238,4,"401 E 13th St\nNew York, NY 10009\nAvenue A & 1st Ave\nEast Village\n",Mon\n11:00 AM - 3:00 AM\nTue\n11:00 AM - 3:00 AM\nWed\n11:00 AM - 3:00 AM\nThu\n11:00 AM - 3:00 AM\nFri\n11:00 AM - 3:00 AM\nSat\n11:00 AM - 3:00 AM\nSun\n11:00 AM - 2:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks'"
105,Clinton Street Baking Company,"Moderate, 11 to 30","Sugar Cured Bacon,Eggs Benedict,Brioche French Toast,Clinton Street Cheeseburger,Chicken & Waffles,Clinton St. Omelette,Huevos Rancheros,Fried Chicken Sandwich,Sugar Bacon Burger",http://clintonstreetbaking.com/pages/about-menu-daytime,https://www.yelp.com/menu/clinton-street-baking-company-new-york-5,5295,4,"4 Clinton St\nNew York, NY 10002\nAvenue B & Houston St\nLower East Side\n",Mon\n9:00 AM - 4:00 PM\nTue\n9:00 AM - 4:00 PM\nWed\n9:00 AM - 4:00 PM\n5:30 PM - 10:00 PM\nThu\n9:00 AM - 4:00 PM\n5:30 PM - 10:00 PM\nFri\n9:00 AM - 4:00 PM\n5:30 PM - 10:00 PM\nSat\n9:00 AM - 4:00 PM\n5:30 PM - 10:00 PM\nSun\n9:00 AM - 4:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'COVID-19 updates'"
106,The River Café,"Splurge, Above 61","Brooklyn Bridge,Foie Gras,Wagyu Steak Tartare,Duck Breast,Pork Belly,Dark Chocolate Marquise Cake,Colorado Rack of Lamb,Bk Bridge Cake,Maine Sea Scallop,Crab Cake",https://rivercafe.com/dinner-menu/,,1168,4,"1 Water St\nBrooklyn, NY 11201\nBrooklyn Brg & W Cadman Plz\nDUMBO\n",Mon\nClosed\nTue\nClosed\nWed\n5:30 PM - 11:30 PM\nThu\n5:30 PM - 11:30 PM\nFri\n5:30 PM - 11:30 PM\nSat\n5:30 PM - 11:30 PM\nSun\n5:30 PM - 11:30 PM\n,"'Takes Reservations', 'Masks required', 'Staff wears masks', 'Pescatarian Options', 'COVID-19 updates'"
107,Forma Pasta Factory,"Moderate, 11 to 30","Pappardelle Bolognese,Pipette Ragu,Gemelli Pesto,Mafaldine Scampi,Spaghetti Pomodoro,Gem Salad,Kale Caesar Salad,Panna Cotta,Lasagna,Trofie",https://www.formapasta.com/menu/,https://www.yelp.com/menu/forma-pasta-factory-brooklyn,334,4.5,"14 Bedford Ave\nBrooklyn, NY 11222\nLorimer St & Manhattan Ave\nGreenpoint\n",Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
108,The Four Horsemen,"Moderate, 11 to 30","Yellowfin Tuna,Beef Tartare,Smoked Speck",,https://www.yelp.com/menu/the-four-horsemen-brooklyn,217,4.5,"295 Grand St\nBrooklyn, NY 11211\nRoebling St & Havemeyer St\nWilliamsburg - South Side, Williamsburg - North Side\n",Mon\n5:30 PM - 10:00 PM\nTue\n5:30 PM - 10:00 PM\nWed\n5:30 PM - 10:00 PM\nThu\n5:30 PM - 10:00 PM\nFri\n11:00 AM - 4:00 PM\n5:00 PM - 10:00 PM\nSat\n11:00 AM - 4:00 PM\n5:00 PM - 10:00 PM\nSun\n11:00 AM - 4:00 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks'"
109,High Lúa Vietnamese Kitchen,"Moderate, 11 to 30","Beef Pho,Bun Bo Hue,Spring Rolls,Summer Rolls,Chicken Wings,Grilled Pork,Pho Roll,Chicken Pho,Banh Mi,Turmeric Spiced Chicken Noodles",http://highlua.nyc/wp-content/uploads/2019/03/menu.pdf,,206,4.5,"182 S 2nd St\nBrooklyn, NY 11211\nDriggs Ave & Roebling St\nWilliamsburg - South Side\n",Mon\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nTue\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nWed\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nThu\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nFri\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n11:30 AM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
110,Very Fresh Noodles,"Moderate, 11 to 30","La Mei Taiwanese Beef Noodle Soup,Spicy Vegan Noodles Dry,Spicy Vegan Noodle Soup,Tingly & Spicy Cumin Beef Soup,Tingly & Spicy Cumin Lamb Soup,Tingly & Spicy Cumin Lamb Dry,Tingly & Spicy Cumin Beef Dry",http://www.veryfreshnoodles.com/menu,https://www.yelp.com/menu/very-fresh-noodles-new-york,1112,4.5,"409 W 15th St\nNew York, NY 10011\n10th Ave & 9th Ave\nMeatpacking District, Chelsea\n",Mon\nClosed\nTue\nClosed\nWed\n11:00 AM - 7:00 PM\nThu\n11:00 AM - 7:00 PM\nFri\n11:00 AM - 7:00 PM\nSat\n11:00 AM - 7:00 PM\nSun\n11:00 AM - 5:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
111,Hometown Bar-B-Que,"Moderate, 11 to 30","Brisket,Pulled Pork,Pastrami Bacon,Spare Ribs,Korean Sticky Ribs,Jerk Ribs 1/2 Rack,Pulled Pork Sandwich,Brisket Sandwich,Lamb Banh Mi",,https://www.yelp.com/menu/hometown-bar-b-que-brooklyn-3,1465,4,"454 Van Brunt St\nBrooklyn, NY 11231\nReed St & Beard St\nRed Hook\n",Mon\nClosed\nTue\n12:00 PM - 8:00 PM\nWed\n12:00 PM - 8:00 PM\nThu\n12:00 PM - 8:00 PM\nFri\n12:00 PM - 8:00 PM\nSat\n12:00 PM - 8:00 PM\nSun\n12:00 PM - 8:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Limited Vegetarian Options', 'COVID-19 updates'"
112,L'Artusi,"Spendy, 31 to 60","Olive Oil Cake,Roasted Mushrooms,Tagliatelle,Spaghetti,Garganelli,Beef Carpaccio,Hanger Steak,Orecchiette,Bucatini,Charred Octopus",http://www.lartusi.com/menu/,https://www.yelp.com/menu/l-artusi-new-york,1965,4.5,"228 W 10th St\nNew York, NY 10014\nHudson St & Bleecker St\nWest Village\n",Mon\n12:00 PM - 2:30 PM\n5:00 PM - 11:00 PM\nTue\n12:00 PM - 2:30 PM\n5:00 PM - 11:00 PM\nWed\n12:00 PM - 2:30 PM\n5:00 PM - 11:00 PM\nThu\n12:00 PM - 2:30 PM\n5:00 PM - 11:00 PM\nFri\n12:00 PM - 2:30 PM\n5:00 PM - 12:00 AM\nSat\n11:00 AM - 2:30 PM\n5:00 PM - 12:00 AM\nSun\n11:00 AM - 2:30 PM\n5:00 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'By Appointment Only'"
113,Boqueria,"Spendy, 31 to 60","Patatas Bravas,Bacon Wrapped Dates,Pan Con Tomate,Lamb Meatballs,Lamb Skewers,Seafood Paella,Gambas Al Ajillo,Croquetas Cremosas,Nutella Churros,French Toast",https://boqueriarestaurant.com/tapas-bar-nyc-ues/,https://www.yelp.com/menu/boqueria-new-york-16,798,4,"1460 2nd Ave\nNew York, NY 10075\nUpper East Side, Yorkville\n",Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nThu\n12:00 PM - 11:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
114,Sama Street,"Moderate, 11 to 30","Steak Salad,Grilled Octopus,Chicken Gua Bao,Steak Frites,Chicken Bao Buns,Green Chili,Hot Buttered Rum,Fried Chicken,Crispy Pork,Major Tom",https://c22bb38e-06f0-4e57-aad0-e7fe4403fe62.filesusr.com/ugd/3ee34b_ca843e6da2ba4e5abeb8a4da6c1f9d79.pdf,,130,5,"988 Manhattan Ave\nBrooklyn, NY 11222\nHuron St & India St\nGreenpoint\n",Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 11:00 PM\nThu\n5:00 PM - 11:00 PM\nFri\n5:00 PM - 1:00 AM\nSat\n4:00 PM - 1:00 AM\nSun\n4:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required'"
115,Dante West Village,,"Roasted Cauliflower,Avocado Toast,Skirt Steak,Smoked Salmon Sandwich,Little Gem Salad,Burrata,Hamachi Crudo,Branzino,Melon Sbagliato,Penne Pasta",https://www.dante-nyc.com/wv/,,87,4,"551 Hudson St\nNew York, NY 10014\n11th St & Perry St\nWest Village\n",Mon\n12:00 PM - 11:00 PM\nTue\n12:00 PM - 11:00 PM\nWed\n12:00 PM - 11:00 PM\nThu\n12:00 PM - 11:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Many Vegetarian Options'"
116,Bread & Spread,"Moderate, 11 to 30","All Day Breakfast Sandwiches,Porchetta Sandwich,Beef Short Rib Sandwich,Tuscan Roast Turkey Sandwich",,https://www.yelp.com/menu/bread-and-spread-dumbo,166,4.5,"151 Front St\nDumbo, NY 11201\nPearl St & Bridge St\nDUMBO\n",Mon\n8:00 AM - 7:30 PM\nTue\n8:00 AM - 7:30 PM\nWed\n8:00 AM - 7:30 PM\nThu\n8:00 AM - 7:30 PM\nFri\n8:00 AM - 7:30 PM\nSat\n8:00 AM - 5:30 PM\nSun\n8:00 AM - 5:30 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Staff wears masks', 'COVID-19 updates'"
117,Excuse My French,"Moderate, 11 to 30","Duck Confit Parmentier Tapas,Foie Gras Lollipops Tapas,Steak Tartare Tapas,Croque Monsieur,Organic Cajun Chicken Tapas,Homemade Salmon Gravlax Tapas,Watermelon Salad,Grilled Sea Scallop Tapas,Burrata Salad,Sauteed Brussels Sprouts Tapas with Lamb Merguez",http://www.excusemyfrench-nyc.com/menu.php,https://www.yelp.com/menu/excuse-my-french-new-york,319,4.5,"96 Orchard St\nNew York, NY 10002\nBroome St & Delancey St\nLower East Side\n",Mon\nClosed\nTue\n5:00 PM - 12:00 AM\nWed\n5:00 PM - 12:00 AM\nThu\n5:00 PM - 12:00 AM\nFri\n5:00 PM - 1:00 AM\nSat\n4:00 PM - 1:00 AM\nSun\n4:00 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
118,Fausto,"Spendy, 31 to 60","Lemon Ricotta Cake,Little Gem Salad,Chocolate Espresso Panna Cotta,Rice Balls Pork Meatballs,Slow Poached Egg,Sea Bass,Market Fish,Scallop Crudo,Buckwheat Rigatoni,Bucatini Nero",https://www.faustobrooklyn.com/menus,,181,4,"348 Flatbush Ave\nBrooklyn, NY 11238\nProspect Heights, Park Slope\n",Mon\nClosed\nTue\nClosed\nWed\n5:30 PM - 9:00 PM\nThu\n5:30 PM - 9:00 PM\nFri\n5:30 PM - 10:00 PM\nSat\n5:30 PM - 10:00 PM\nSun\n5:30 PM - 9:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
119,Pig Beach,"Moderate, 11 to 30","Pulled Pork Sandwich,Pork Shoulder,Brisket Sandwich,Rack of Ribs,Tri Tip,Baby Back Ribs,Sliced Smoked Turkey,Yankee Red Hot Sausage,Hot Dog,Chicken Wings",http://pigbeachnyc.com/menu/,,643,4,"480 Union St\nBrooklyn, NY 11231\nHoyt St & Smith St\nGowanus\n",Mon\nClosed\nTue\n4:00 PM - 10:00 PM\nWed\n4:00 PM - 10:00 PM\nThu\n4:00 PM - 10:00 PM\nFri\n4:00 PM - 10:00 PM\nSat\n12:00 PM - 9:30 PM\nSun\n12:00 PM - 8:30 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options'"
120,Francie,,"Lobster Ravioli,Parsnip Bomboloni,Caviar,Dry Aged Crown of Duck,Whipped Lardo,Sunflower Spread,Tortelli,Market Salad,Souffle Cakes,Black Forest Cake",https://www.franciebrooklyn.com/menus/,,55,4.5,"134 Broadway\nBrooklyn, NY 11249\nSouth Williamsburg\n",Mon\nClosed\nTue\n5:30 PM - 10:30 PM\nWed\n5:30 PM - 10:30 PM\nThu\n5:30 PM - 10:30 PM\nFri\n5:30 PM - 10:30 PM\nSat\n5:30 PM - 10:30 PM\nSun\nClosed\n,"'Takes Reservations', 'No Delivery', 'No Takeout', 'Proof of vaccination required', 'COVID-19 updates'"
121,Pig & Butter,"Moderate, 11 to 30",,,,34,4,"134 Ludlow St\nNew York, NY 10002\nStanton St & Rivington St\nLower East Side\n",Mon\nClosed\nTue\nClosed\nWed\n9:30 AM - 5:00 PM\nThu\n9:30 AM - 5:00 PM\nFri\n9:30 AM - 6:00 PM\nSat\n9:30 AM - 6:00 PM\nSun\n9:30 AM - 6:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required'"
122,Silver Factory,"Moderate, 11 to 30","Chicken Wings,Beef Over Rice,Spicy Raw Octopus,Boneless Fried Chicken,Fried Squid Legs,Garlic Pork Belly,Kimchi Fried Rice,Pan Fried Noodle,Frosted Flake Boneless Chicken,Hot Stone Bibim Bap",,,233,4.5,"270 South 5th St\nBrooklyn, NY 11211\nHavemeyer St & Marcy Ave\nWilliamsburg - South Side\n",Mon\nClosed\nTue\n5:00 PM - 12:00 AM\nWed\n5:00 PM - 12:00 AM\nThu\n5:00 PM - 12:00 AM\nFri\n5:00 PM - 2:00 AM\nSat\n5:00 PM - 2:00 AM\nSun\n5:00 PM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates'"
123,Paesano of Mulberry Street,"Moderate, 11 to 30","Rigatoni a La Vodka Pasta Dish,Baked Ziti Pasta Dish,Lobster Ravioli Ala Ciffo Specialita,Shrimp Scampi,Chicken Parmigiana,Gnocchi Pesto Pasta Dish,Fettuccini Alfredo Pasta Dish,Fried Calamari,Anthony's Fried Ravioli,Caesar Salad",,https://www.yelp.com/menu/paesano-of-mulberry-street-new-york,1083,4,"136 Mulberry St\nNew York, NY 10013\nHester St & Grand St\nLittle Italy\n",Mon\n11:30 AM - 10:00 PM\nTue\n11:30 AM - 10:00 PM\nWed\n11:30 AM - 10:00 PM\nThu\n11:30 AM - 10:00 PM\nFri\n11:30 AM - 10:00 PM\nSat\n11:30 AM - 10:00 PM\nSun\n11:30 AM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
124,Electric Lemon,"Spendy, 31 to 60","Potato Flatbread,Beef Tartare,Eggs Benedict,New-fashioned Deviled Crab,Contramar Inspired Black Bass,Roasted Pumpkin Soup,Warm Black Bean Crepe,Lightly Smoked Trout,Grilled Berkshire Pork,Somewhat Simple Salad",,https://www.yelp.com/menu/electric-lemon-new-york,191,4,,None,
125,Cafe Mogador,"Moderate, 11 to 30","Bastilla,Moroccan Eggs,Tabouli,Mixed Grill,Arabic Salad,Greek Salad,Hummus and Falafel Plate,Chicken Kebab,Middle Eastern Breakfast,French Toast",https://static1.squarespace.com/static/571da513c2ea511fcc0e4e6e/t/5fef6901dac66e1e16b292a6/1609525505904/Final+Menu+*-+Food+%2B+Drinks+%281%29.pdf,https://www.yelp.com/menu/cafe-mogador-brooklyn,1237,4.5,"133 Wythe Ave\nBrooklyn, NY 11211\n7th and 8th on Wythe\nWilliamsburg - North Side\n",Mon\n10:30 AM - 11:00 PM\nTue\n10:30 AM - 11:00 PM\nWed\n10:30 AM - 11:00 PM\nThu\n10:30 AM - 11:00 PM\nFri\n10:30 AM - 12:00 AM\nSat\n10:30 AM - 12:00 AM\nSun\n10:30 AM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Staff wears masks'"
126,Di An Di,"Moderate, 11 to 30","Wok-seared Beef Pho / Pho Thin,Beef Pho,Spicy Beef Noodle Soup / Bun Bo Hue,Chicken Pho / Pho Ga,Baby Mustard Leaf Roll / Cuon Diep,Vegetarian Pho / Pho Chay,Banh Mi Ga - Fried Chicken Salad,Chicken Wings",https://www.diandi.nyc/menus/,https://www.yelp.com/menu/di-an-di-brooklyn-2,217,4,"68 Greenpoint Ave\nGround Fl\nBrooklyn, NY 11222\nWest St & Franklin St\nGreenpoint\n",Mon\nClosed\nTue\n6:00 PM - 10:00 PM\nWed\n6:00 PM - 10:00 PM\nThu\n6:00 PM - 10:00 PM\nFri\n6:00 PM - 10:00 PM\nSat\n6:00 PM - 10:00 PM\nSun\n5:30 PM - 9:30 PM\n,"'Takes Reservations', 'Masks required', 'Vegan Options', 'Accepts Credit Cards'"
127,Barn Joo,"Moderate, 11 to 30","Chicken Wings,Uni Bibimbap,Tiger Roll,Korean BBQ,Soy Garlic Wings,Fatty Short Rib,Pork Belly,Korean Fried Chicken,Spicy Pork Tacos,Popcorn Chicken",https://1df2f693-890a-4294-9696-f5d644b9f5ba.filesusr.com/ugd/5295e1_6012d8d3ad4e4129b43d9efd66899e09.pdf,,1692,4,"35 Union Sq W\nNew York, NY 10003\nS Park Ave & 17th St\nUnion Square, Flatiron\n",About the Business,
128,Mint Heights,,"Chicken Tikka Masala,Saag Paneer,Lamb Vindaloo,Butter Chicken,Chana Saag,Crab Curry,Basmati Rice,Cauliflower Manchurian,Mix Grill,Paneer Makhani",http://www.mintheights.com/menu.html,,48,5,"46 Henry St\nBrooklyn, NY 11201\nMiddagh St & Cranberry St\nBrooklyn Heights\n",Mon\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\nTue\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\nWed\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\nThu\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\nFri\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
129,Aita,"Moderate, 11 to 30","Oxtail Ravioli,Oxtail Burger,Eggs Benedict,Avocado Benedict,Chocolate French Toast,Braised Calamari,Braised Beef Cheek,Kale Salad,Flourless Almond Cake,Avocado Toast",,https://www.yelp.com/menu/aita-brooklyn,287,4,"132 Greene Ave\nBrooklyn, NY 11238\nWaverly Ave & Clinton Ave\nClinton Hill\n",Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:30 PM\nSat\n11:00 AM - 3:30 PM\n5:00 PM - 10:30 PM\nSun\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates'"
130,Kiki's,"Moderate, 11 to 30","Grilled Octopus,Moussaka,Tzatziki,Saganaki,Lamb Chops,Zucchini Chips,Horiatiki,Mixed Grill,Spanakopita,Mamas Oven Roasted Chicken",,https://www.yelp.com/menu/kikis-new-york,681,4,"130 Division St\nNew York, NY 10002\nOrchard St & Pike St\nChinatown, Lower East Side\n",Mon\n12:00 PM - 11:00 PM\nTue\n12:00 PM - 12:00 AM\nWed\n12:00 PM - 12:00 AM\nThu\n12:00 PM - 12:00 AM\nFri\n12:00 PM - 12:00 AM\nSat\n12:00 PM - 12:00 AM\nSun\n12:00 PM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Vegan Options'"
131,Root & Bone,"Moderate, 11 to 30","Fried Chicken,Chicken and Waffle Sandwich,Deviled Eggs,Chicken & Waffle Combo,Short Ribs Plate,Grandma Daisy's Angel,Waffle Benedict,Sweet Tea Brined Chicken,Bucket of Bird,Short Rib Meatloaf",http://www.rootnbone.com/#menu-section,https://www.yelp.com/menu/root-and-bone-new-york,1655,4,"200 E 3rd St\nNew York, NY 10009\nAvenue B & Avenue A\nAlphabet City, East Village\n",Mon\n5:00 PM - 9:45 PM\nTue\n5:00 PM - 9:45 PM\nWed\n5:00 PM - 9:45 PM\nThu\n5:00 PM - 9:45 PM\nFri\n5:00 PM - 10:00 PM\nSat\n10:00 AM - 4:00 PM\n5:00 PM - 10:00 PM\nSun\n10:00 AM - 4:00 PM\n5:00 PM - 9:45 PM\n,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Proof of vaccination required'"
132,CHILI,"Moderate, 11 to 30","Spicy Cumin Lamb,Tea Smoked Duck,(l)fried Rice with Tea Smoke Duck,Kung Pao Chicken,Braised Tofu with Crab Meat,Mouth Watering Chicken,Dan Dan Noodles,Purple Rice,Spicy Soft-shell Crabs,Cucumber Salad",,https://www.yelp.com/menu/chili-new-york,62,5,"13 E 37th St\nNew York, NY 10016\nMadison Ave & 5th Ave\nMidtown East\n",Mon\n11:00 AM - 9:45 PM\nTue\n11:00 AM - 9:45 PM\nWed\n11:00 AM - 9:45 PM\nThu\n11:00 AM - 10:15 PM\nFri\n11:00 AM - 10:15 PM\nSat\n11:00 AM - 10:15 PM\nSun\n11:00 AM - 9:45 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required'"
133,Roberta's,"Moderate, 11 to 30","Bee Sting Pizza,Margherita Pizza,Sticky Bun,Lil Stinker,Romaine Salad,Cheesus Christ,Classic Margarita Pizza,Millennium Falco Pizza,White Pizza,Stracciatella",https://www.robertaspizza.com/bushwick/#menus,,3018,4,"261 Moore St\nBrooklyn, NY 11206\nWhite St & Bogart St\nEast Williamsburg, Bushwick\n",Mon\nClosed\nTue\nClosed\nWed\n12:00 PM - 10:00 PM\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'No Reservations', 'Proof of vaccination required', 'Staff wears masks', 'Vegan Options'"
134,Java Indonesian Restaurant,"Moderate, 11 to 30","Mie Goreng,Nasi Goreng,Gado Gado Salad,Empal Goreng,Beef Rendang,Gulai Kambing,Ikan Belado,Mie Bakso Soup",https://javaindonesianbk.com/menu,https://www.yelp.com/menu/java-indonesian-restaurant-brooklyn,220,4,"455 7th Ave\nBrooklyn, NY 11215\n6th Ave & 16th St\nSouth Slope\n",Mon\nClosed\nTue\n4:00 PM - 10:30 PM\nWed\n4:00 PM - 10:30 PM\nThu\n4:00 PM - 10:30 PM\nFri\n4:00 PM - 11:00 PM\nSat\n4:00 PM - 11:00 PM\nSun\n4:00 PM - 10:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
135,Miss Ada,"Spendy, 31 to 60","Whipped Ricotta,Lamb Shawarma Hummus,Sweet Potato Hummus,Short Rib,Hanger Steak,Za'atar Crusted Salmon,Kofta Kebab,Babka,Kanafeh",https://www.missadanyc.com/#menu-section,https://www.yelp.com/menu/miss-ada-brooklyn-2,319,4.5,"184 Dekalb Ave\nBrooklyn, NY 11205\nCarlton Ave & Cumberland St\nFort Greene\n",Mon\nClosed\nTue\n5:30 PM - 10:30 PM\nWed\n5:30 PM - 10:30 PM\nThu\n5:30 PM - 10:30 PM\nFri\n5:00 PM - 10:30 PM\nSat\n11:00 AM - 2:30 PM\n5:00 PM - 10:30 PM\nSun\n11:00 AM - 2:30 PM\n5:00 PM - 10:30 PM\n,"'Takes Reservations', 'No Delivery', 'No Takeout', 'Masks required', 'COVID-19 updates'"
136,3 Times,"Moderate, 11 to 30","Southern Pork Bun,Dan Dan Noodles W. Minced Pork,House Special Spicy Braised Beef Noodle Soup,Scallion Pancake Wrapped W. Pot-stewed Beef,Double Cooked Pork Belly,Pan Fried Pork& Crab Roe Buns4,Sweet Potato Noodles & Beef Soup,Vege & Pork Wontons in Chili Oil 6,Crispy Duck,Shrimp Wontons in Chili Oil 6",https://www.3times.com/home/#/productList,https://www.yelp.com/menu/3-times-new-york-5,151,4.5,"90 Clinton St\nNew York, NY 10002\nRivington St & Delancey St\nLower East Side\n",Mon\n11:30 AM - 11:30 PM\nTue\n11:30 AM - 11:30 PM\nWed\n11:30 AM - 11:30 PM\nThu\n11:30 AM - 11:30 PM\nFri\n11:30 AM - 11:30 PM\nSat\n12:00 PM - 11:30 PM\nSun\n12:00 PM - 11:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
137,Taboonette,"Moderate, 11 to 30","Chicken Shawarma,Kruveet,Shakshuka,Sweet Potato Falafel,Lamb Kebab,Braised Lamb Shawarma",http://taboonette.com/menu/,https://www.yelp.com/menu/taboonette-new-york,909,4.5,"30 E 13th St\nNew York, NY 10003\n5th Ave & University Pl\nUnion Square, Greenwich Village\n",Mon\n10:00 AM - 10:00 PM\nTue\n10:00 AM - 10:00 PM\nWed\n10:00 AM - 10:00 PM\nThu\n10:00 AM - 10:00 PM\nFri\n10:00 AM - 10:00 PM\nSat\n10:00 AM - 10:00 PM\nSun\n10:00 AM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Staff wears masks'"
138,Boutros,"Spendy, 31 to 60","Duck,Bulgur Fried Rice,Challah French Toast,Pork Chop,Foie Gras Fritters,Grilled Octopus,Short-rib Shawarma Sando,Miso Baba Ganoush,Shakshuka,Burrata",https://boutrosbk.com/wp-content/uploads/2021/03/Boutros-Dinner-Menu-3.3-Online.pdf,https://www.yelp.com/menu/boutros-brooklyn,148,4.5,"185 Atlantic Ave\nBrooklyn, NY 11201\nCourt St & Clinton St\nCobble Hill, Brooklyn Heights\n",Mon\nClosed\nTue\n5:00 PM - 10:30 PM\nWed\n5:00 PM - 10:30 PM\nThu\n5:00 PM - 10:30 PM\nFri\n5:00 PM - 10:30 PM\nSat\n11:00 AM - 3:30 PM\n5:00 PM - 11:00 PM\nSun\n11:00 AM - 3:30 PM\n5:00 PM - 9:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options'"
