,Name,Price,Review_num,Star,Address,Menu,Menu_link_re,Menu_link_ye,Time
483,Tambour,$$$,120 reviews,4.5 star rating,"['Tambour\n120 reviews\nClaimed\n$$$ Wine Bars, Modern European, American (Traditional)\nEdit\nClosed5:00 PM - 10:00 PM', '120 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '652 5th Ave\nBrooklyn, NY 11215\n18th St & 19th St\nSouth Slope\nGet directions', '652 5th Ave\nBrooklyn, NY 11215\n18th St & 19th St\nSouth Slope', 'Mon\nClosed\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nClosed now\nThu\n5:00 PM - 11:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n5:00 PM - 11:00 PM\nSun\n4:00 PM - 9:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'About the Business', 'COVID-19 updates', 'Ask the Community', 'Do they still have scallop and foie? Not seeing that in the menu.', 'I do not know, this is a brunch menu\nElvira G.  2 years ago\nView question details', 'tambournyc.com', '(347) 916-1747', 'Get Directions\n652 5th Ave Brooklyn, NY 11215', 'Message the Business', '', 'Things to do in Brooklyn', 'Dinner Places Near Me', 'IHOP Near Me', 'Modern European Food Near Me', 'Olive Garden Italian Restaurant Near Me', 'French Restaurant Brooklyn', 'Upscale Restaurants Brooklyn', 'Wine Bars Brooklyn', 'Restaurants', 'Cafes', 'Food', 'Bars', 'Shopping', 'Hotels', 'Landmarks', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more American (Traditional) Restaurants near Tambour', 'Find more Modern European Restaurants near Tambour', 'Find more Wine Bars near Tambour', 'Frequently Asked Questions about Tambour']",['Short Ribs\n1 Photo 10 Reviews\nScallop Truffle Foie Gras\n2 Photos 3 Reviews\nCauliflower Steak\n1 Photo 3 Reviews\nOctopus\n1 Photo 4 Reviews\nTuna Tartare\n1 Photo 3 Reviews\nDiver Scallops\n1 Photo 2 Reviews\nSeafood Cassoulet\n1 Photo 2 Reviews\nFlatbread\n2 Photos 2 Reviews\nRicotta Gnudi\n1 Photo 2 Reviews\nArugula Salad\n1 Photo 2 Reviews'],http://www.tambournyc.com/menu,https://www.yelp.com/menu/tambour-brooklyn-3,5:00 PM - 10:00 PM
484,Mister Dips,$,34 reviews,4 star rating,"['Mister Dips\n34 reviews\nClaimed\n$ Wine Bars, Burgers, Beer Bar\nEdit\nOpen11:30 AM - 10:00 PM\nHours updated 2 months ago', '34 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '89 South St\nNew York, NY 10038\nSouth Street Seaport\nGet directions', '89 South St\nNew York, NY 10038\nSouth Street Seaport', 'Mon\n11:30 AM - 10:00 PM\nTue\n11:30 AM - 10:00 PM\nWed\n11:30 AM - 10:00 PM\nOpen now\nThu\n11:30 AM - 10:00 PM\nFri\n11:30 AM - 10:00 PM\nSat\n11:30 AM - 10:00 PM\nSun\n11:30 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Outdoor Seating', 'Casual', 'Ask the Community', 'misterdips.com', 'Get Directions\n89 South St New York, NY 10038', '', 'Frequently Asked Questions about Mister Dips']",['Berry Gibbs\n5 Photos 2 Reviews\nSingle Dip Burger\n3 Photos 2 Reviews\nBBQ Bacon\n3 Photos 2 Reviews'],https://www.misterdips.com/menus/,https://www.yelp.com/menu/mister-dips-new-york,11:30 AM - 10:00 PM
485,Superior Wonton Noodles,Noodles,52 reviews,4.5 star rating,"['Superior Wonton Noodles\n52 reviews\nClaimed\nNoodles\nEdit\nOpen10:00 AM - 7:00 PM', '52 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '2145 86th St\nBrooklyn, NY 11214\nBay 28th St & Bay 29th St\nBath Beach, Bensonhurst\nGet directions', '2145 86th St\nBrooklyn, NY 11214\nBay 28th St & Bay 29th St\nBath Beach, Bensonhurst', 'Mon\n10:00 AM - 7:00 PM\nTue\n10:00 AM - 7:00 PM\nWed\n10:00 AM - 7:00 PM\nOpen now\nThu\n10:00 AM - 7:00 PM\nFri\n10:00 AM - 7:00 PM\nSat\n10:00 AM - 7:00 PM\nSun\n10:00 AM - 7:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Waiter Service', 'No Bike Parking', 'No Alcohol', 'Ask the Community', '(718) 683-5893', 'Get Directions\n2145 86th St Brooklyn, NY 11214', 'Message the Business', '', 'Things to do in Brooklyn', 'Noodles Near Me', 'Find more Noodles near Superior Wonton Noodles', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Chinese Food Brooklyn', 'Soup Dumplings Brooklyn', 'Wonton Noodle Soup Brooklyn', 'Frequently Asked Questions about Superior Wonton Noodles']",['Beef Tendon Noodle Soup\n6 Photos 16 Reviews\nBeef Brisket\n2 Photos 10 Reviews\nShrimp Wontons\n4 Photos 6 Reviews\nWonton Soup\n1 Photo 7 Reviews\nEgg Noodles\n3 Photos 5 Reviews\nBeef Lo Mein\n4 Photos 4 Reviews\nBeef Stew\n1 Photo 4 Reviews\nFishball Noodle\n1 Photo 1 Review\nRaw Wontons\n1 Photo 1 Review\nSuperior Noodle\n2 Photos 1 Review'],,['https://www.yelp.com/menu/superior-wonton-noodles-brooklyn'],10:00 AM - 7:00 PM
486,Ayat NYC,$$,144 reviews,4.5 star rating,"['Ayat NYC\n144 reviews\nUnclaimed\n$$ Arabic, Middle Eastern\nEdit', '144 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '8504 3rd Ave\nBrooklyn, NY 11209\n86th St & 85th St\nBay Ridge\nGet directions', '8504 3rd Ave\nBrooklyn, NY 11209\n86th St & 85th St\nBay Ridge', 'Edit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'Ask the Community', 'Get Directions\n8504 3rd Ave Brooklyn, NY 11209', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in Brooklyn', 'Arabian Food Near Me', 'Arabic Restaurants Near Me', 'Middle Eastern Food Near Me', 'Mediterranean Food Brooklyn', 'Middle Eastern Food Brooklyn', 'Palestinian Food Brooklyn', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Arabic near Ayat NYC', 'Find more Middle Eastern Restaurants near Ayat NYC', 'Frequently Asked Questions about Ayat NYC']",['$10.00\nChicken Shawarma\n13 Photos 16 Reviews\n$12.00\nMix Shawarma\n10 Photos 9 Reviews\n$28.00\nMixed Grill\n9 Photos 7 Reviews\n$23.00\nFattat Jaj\n6 Photos 2 Reviews\n$13.95\nChicken Kebab\n4 Photos 4 Reviews\n$6.00\nZahir\n3 Photos 3 Reviews\n$30.00\nMansaf\n1 Photo 5 Reviews\n$25.00\nFattat Lahma\n2 Photos 3 Reviews\n$12.00\nBeef Shawarma\n2 Photos 4 Reviews\n$6.00\nMuhammarah\n1 Photo 3 Reviews'],,['https://www.yelp.com/menu/ayat-nyc-brooklyn'],
487,La Cigogne,$$,378 reviews,4 star rating,"['La Cigogne\n378 reviews\nClaimed\n$$ French, Bars, Pizza\nEdit\nClosed4:00 PM - 10:00 PM\nHours updated 3 months ago', '378 reviews', 'Hours updated 3 months ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '215 Union St\nBrooklyn, NY 11231\nClinton St & Henry St\nCarroll Gardens\nGet directions', '215 Union St\nBrooklyn, NY 11231\nClinton St & Henry St\nCarroll Gardens', 'Mon\n4:00 PM - 10:00 PM\nTue\n4:00 PM - 10:00 PM\nWed\n4:00 PM - 10:00 PM\nClosed now\nThu\n4:00 PM - 10:00 PM\nFri\n4:00 PM - 11:00 PM\nSat\n10:00 AM - 11:00 PM\nSun\n10:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'Ask the Community', 'lacigognenyc.com', '(718) 858-5641', 'Get Directions\n215 Union St Brooklyn, NY 11231', 'Message the Business', '1 free taste of our Alsatian draft\nSend to your Phone', '', 'Things to do in Brooklyn', 'BYOB Restaurants Near Me', 'Bars Near Me', 'Five Star Restaurants Near Me', 'French Restaurants Near Me', 'French Restaurant Brooklyn', 'Happy Hour Brooklyn', 'Outdoor Dining Brooklyn', 'Restaurants', 'Cafes', 'Food', 'Bars', 'Shopping', 'Hotels', 'Landmarks', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Bars near La Cigogne', 'Find more French Restaurants near La Cigogne', 'Find more Pizza Places near La Cigogne', 'Frequently Asked Questions about La Cigogne']",['Tarte Flambee\n5 Photos 28 Reviews\nFrench Onion Soup\n9 Photos 24 Reviews\nTuna Tartare\n21 Photos 15 Reviews\nFoie Gras Torchon\n5 Photos 9 Reviews\nFrench Toast\n1 Photo 12 Reviews\nTarte Flambe Les Champignons\n1 Photo 10 Reviews\nSteak Frites\n3 Photos 14 Reviews\nEggs Benedict\n5 Photos 6 Reviews\nLe Burger a La Strasbourgeoise\n3 Photos 4 Reviews\nCrab Cake\n2 Photos 6 Reviews'],http://www.lacigognenyc.com/menu,https://www.yelp.com/menu/la-cigogne-brooklyn,4:00 PM - 10:00 PM
488,Greedi Kitchen,$$,193 reviews,4.5 star rating,"['Greedi Kitchen\n193 reviews\nClaimed\n$$ Vegan, Vegetarian\nEdit\nOpen10:00 AM - 6:00 PM\nHours updated 3 months ago', '193 reviews', 'Hours updated 3 months ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '1031 Bergen St\nBrooklyn, NY 11216\nRogers Ave & Nostrand Ave\nCrown Heights\nGet directions', '1031 Bergen St\nBrooklyn, NY 11216\nRogers Ave & Nostrand Ave\nCrown Heights', 'Mon\nClosed\nTue\n10:00 AM - 6:00 PM\nWed\n10:00 AM - 6:00 PM\nOpen now\nThu\n10:00 AM - 6:00 PM\nFri\n10:00 AM - 6:00 PM\nSat\n10:00 AM - 6:00 PM\nSun\n10:00 AM - 6:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options', 'About the Business', 'Ask the Community', 'Do you have any soy-free options on your menu?', 'We have Soy Free Bowls, Salads and plant based options for all dishes on our menu.\nLatisha D., Business Owner  2 years ago\nView question details', ""Are ya'll closed tomorrow April 27?"", 'No we are open from 10-6pm\nLatisha D., Business Owner  3 years ago\nView question details', 'greedi-kitchen.com', '(347) 627-7900', 'Get Directions\n1031 Bergen St Brooklyn, NY 11216', '', 'Things to do in Brooklyn', 'Vegan Options Near Me', 'Vegetarian Restaurants Near Me', 'Vegeterian Food Near Me', 'Vegan Breakfast Brooklyn', 'Vegan Brunch Brooklyn', 'Vegan Food Brooklyn', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Vegan Restaurants near Greedi Kitchen', 'Find more Vegetarian Restaurants near Greedi Kitchen', 'Frequently Asked Questions about Greedi Kitchen']",['Greedi Soul Bowl\n11 Photos 28 Reviews\nGreedi Portobello Mushroom Slider\n3 Photos 7 Reviews\nGreedi Spice Bowl\n4 Photos 5 Reviews'],,['https://www.yelp.com/menu/greedi-kitchen-brooklyn-5'],10:00 AM - 6:00 PM
489,Imani Caribbean Kitchen & Bar,$$,652 reviews,4 star rating,"['Imani Caribbean Kitchen & Bar\n652 reviews\nClaimed\n$$ Caribbean, Bars\nEdit\nClosed2:00 PM - 9:30 PM\nHours updated 1 month ago', '652 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '271 Adelphi St\nBrooklyn, NY 11205\nWilloughby Ave & Dekalb Ave\nFort Greene\nGet directions', '271 Adelphi St\nBrooklyn, NY 11205\nWilloughby Ave & Dekalb Ave\nFort Greene', 'Mon\n2:00 PM - 9:30 PM\nTue\n2:00 PM - 9:30 PM\nWed\n2:00 PM - 9:30 PM\nClosed now\nThu\n2:00 PM - 10:30 PM\nFri\n12:00 PM - 10:30 PM\nSat\n12:00 PM - 10:30 PM\nSun\n12:00 PM - 9:30 PM\nEdit business info\nUpcoming Special Hours\nSat 2021-12-25\n12:00 PM - 8:00 PM', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'Ask the Community', 'Will Imani be serving a bottomless brunch option on memorial day or is it strictly Saturdays and Sundays?', 'No answers yet. Answer this question', 'How do I approach coming there for a birthday brunch with a party of 20? The food looks great !', 'Hi Jennifer, We suggest arriving early we operate on first come, first serve basis. We open at 12pm for brunch on Saturday & Sunday. Hope to see you soon!\nDannielle K., Business Manager  6 months ago 1 person found this helpful\nView question details', 'imaninyc.com', '(718) 923-0100', 'Get Directions\n271 Adelphi St Brooklyn, NY 11205', '', 'Frequently Asked Questions about Imani Caribbean Kitchen & Bar']",['Jerk Chicken\n46 Photos 91 Reviews\nCod Fish Fritters\n24 Photos 34 Reviews\nAckee & Salt Fish Spring Roll\n11 Photos 30 Reviews\nCoconut French Toast\n14 Photos 14 Reviews\nCurry Shrimp\n14 Photos 25 Reviews\nFish Tacos\n15 Photos 26 Reviews\nAckee and Saltfish\n12 Photos 17 Reviews\nCurry Chicken\n7 Photos 19 Reviews\nTiger Shrimp\n9 Photos 15 Reviews\nJerk Shrimp\n10 Photos 11 Reviews'],https://www.imaninyc.com/menu-4,,2:00 PM - 9:30 PM
490,Bar Basic,$$,113 reviews,4 star rating,"['Bar Basic\n113 reviews\nClaimed\n$$ American (New), Gastropubs\nEdit\nOpen12:00 PM - 10:00 PM\nHours updated 2 months ago', '113 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '71 7th Ave\nBrooklyn, NY 11217\nLincoln Pl & Berkeley Pl\nPark Slope\nGet directions', '71 7th Ave\nBrooklyn, NY 11217\nLincoln Pl & Berkeley Pl\nPark Slope', 'Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nOpen now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 9:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'Ask the Community', '(347) 348-3046', 'Get Directions\n71 7th Ave Brooklyn, NY 11217', '', 'Things to do in Brooklyn', 'American Food Near Me', 'Appetizers Near Me', 'Farm to Table Near Me', 'Gastropubs Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Happy Hour Brooklyn', 'Outdoor Dining Brooklyn', 'Vegan Food Brooklyn', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more American (New) Restaurants near Bar Basic', 'Find more Gastropubs near Bar Basic', 'Frequently Asked Questions about Bar Basic']",['Fried Chicken Burger\n8 Photos 9 Reviews\nBasic Burger\n7 Photos 7 Reviews\nFried Chicken Sandwich\n2 Photos 10 Reviews\nPo Boy Sandwich\n5 Photos 4 Reviews\nPulled Pork\n4 Photos 5 Reviews\nAvocado BLT\n1 Photo 5 Reviews\nGnarly Burger\n2 Photos 3 Reviews\nElote\n2 Photos 2 Reviews\nGumbo\n2 Photos 2 Reviews\nAvocado Scrambled Egg Toast\n1 Photo 3 Reviews'],,['https://www.yelp.com/menu/bar-basic-brooklyn'],12:00 PM - 10:00 PM
491,Crabs In A Barrel,Seafood,23 reviews,4.5 star rating,"['Crabs In A Barrel\n23 reviews\nClaimed\nSeafood\nEdit\nOpen12:00 PM - 10:00 PM\nHours updated 2 months ago', '23 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '825 Flatbush Ave\nBrooklyn, NY 11226\nLinden Blvd & Caton Ave\nFlatbush\nGet directions', '825 Flatbush Ave\nBrooklyn, NY 11226\nLinden Blvd & Caton Ave\nFlatbush', 'Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nOpen now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 12:00 AM (Next day)\nSat\n12:00 PM - 12:00 AM (Next day)\nSun\n1:00 PM - 8:00 PM\nEdit business info\nUpcoming Special Hours\nThu 2021-11-25\nClosed\nFri 2021-11-26\nClosed\nFri 2021-12-24\nClosed\nShow more', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'About the Business', 'COVID-19 updates', 'Ask the Community', 'crabs-in-a-barrel.business.sit…', '(929) 895-3445', 'Get Directions\n825 Flatbush Ave Brooklyn, NY 11226', 'Message the Business', '', 'Things to do in Brooklyn', 'Red Lobster Near Me', 'Seafood Near Me', 'Crab Legs Brooklyn', 'Fried Fish Brooklyn', 'Seafood Boil Brooklyn', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Seafood Restaurants near Crabs In A Barrel', 'Frequently Asked Questions about Crabs In A Barrel']",[],,['https://www.yelp.com/menu/crabs-in-a-barrel-brooklyn'],12:00 PM - 10:00 PM
492,Zatar Cafe & Bistro,$$,110 reviews,4.5 star rating,"['Zatar Cafe & Bistro\n110 reviews\nClaimed\n$$ Sandwiches, Falafel, Halal\nEdit\nOpen8:00 AM - 9:00 PM', '110 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '1201 8th Ave\nBrooklyn, NY 11215\n13th St & 12th St\nSouth Slope, Park Slope\nGet directions', '1201 8th Ave\nBrooklyn, NY 11215\n13th St & 12th St\nSouth Slope, Park Slope', 'Mon\n8:00 AM - 9:00 PM\nTue\n8:00 AM - 9:00 PM\nWed\n8:00 AM - 9:00 PM\nOpen now\nThu\n8:00 AM - 10:00 PM\nFri\n8:00 AM - 10:00 PM\nSat\n8:00 AM - 10:00 PM\nSun\n8:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Vegan Options', 'Many Vegetarian Options', 'About the Business', 'Ask the Community', 'BYOB?? Just wondering if this a okay here. Thanks', 'Yes, Zatar is BYOB!\nJohn M.  14 days ago 1 person found this helpful\nView question details', 'Is there seating outside?', 'Hell, yes zatar has beautiful outdoor seating. Best i seen so far! Very welcoming and relaxing!!\nZaman M.  1 year ago 1 person found this helpful\nView 1 more answer', '(929) 252-1287', 'Get Directions\n1201 8th Ave Brooklyn, NY 11215', '', 'Things to do in Brooklyn', 'Falafel Near Me', 'Halal Burgers Near Me', 'Quick Eats Near Me', 'Sandwiches Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Halal Restaurant Brooklyn', 'Mediterranean Food Brooklyn', 'Middle Eastern Food Brooklyn', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Falafel near Zatar Cafe & Bistro', 'Find more Halal Restaurants near Zatar Cafe & Bistro', 'Find more Sandwich Shops near Zatar Cafe & Bistro', 'Frequently Asked Questions about Zatar Cafe & Bistro']",['Chicken Shawarma Sandwich\n8 Photos 7 Reviews\nFalafel Sandwich\n1 Photo 7 Reviews\nThe Original Flatbread Pizza\n2 Photos 4 Reviews\nSmoked Salmon Sandwich\n4 Photos 2 Reviews\nShakshuka\n3 Photos 5 Reviews\nMuhammara\n2 Photos 4 Reviews\nLamb Chops\n2 Photos 4 Reviews\nLamb Segar\n3 Photos 3 Reviews'],,['https://www.yelp.com/menu/zatar-cafe-and-bistro-brooklyn-3'],8:00 AM - 9:00 PM
493,Xi'an Famous Foods,$$,61 reviews,4 star rating,"[""Xi'an Famous Foods\n61 reviews\nClaimed\n$$ Chinese, Noodles, Burgers\nEdit\nOpen11:30 AM - 8:30 PM\nHours updated 1 month ago"", '61 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '54 Willoughby St\nBrooklyn, NY 11201\nLawrence St & Jay St\nDowntown Brooklyn\nGet directions', '54 Willoughby St\nBrooklyn, NY 11201\nLawrence St & Jay St\nDowntown Brooklyn', 'Mon\n11:30 AM - 8:30 PM\nTue\n11:30 AM - 8:30 PM\nWed\n11:30 AM - 8:30 PM\nOpen now\nThu\n11:30 AM - 8:30 PM\nFri\n11:30 AM - 8:30 PM\nSat\n11:30 AM - 8:30 PM\nSun\nClosed\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'xianfoods.com', '(212) 786-2068', 'Get Directions\n54 Willoughby St Brooklyn, NY 11201', '', 'Things to do in Brooklyn', 'Burgers Near Me', 'Chinese Food Near Me', 'Chinese Takeout Near Me', 'Red Robins Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Chinese Food Brooklyn', 'Hand Pulled Noodles Brooklyn', 'Soup Dumplings Brooklyn', 'Search for Reservations', 'Book a Table in Brooklyn', ""Find more Burgers near Xi'an Famous Foods"", ""Find more Chinese Restaurants near Xi'an Famous Foods"", ""Find more Noodles near Xi'an Famous Foods"", ""Frequently Asked Questions about Xi'an Famous Foods""]","[""Spicy Cumin Lamb Noodles\n11 Photos 9 Reviews\nHand Ripped Noodles\n10 Photos 9 Reviews\nHand Pulled Noodles\n3 Photos 4 Reviews\nSpicy Beef Noodles\n2 Photos 6 Reviews\nPork Burger\n5 Photos 5 Reviews\nMinced Pork Noodle Soup\n2 Photos 4 Reviews\nLamb Dumplings\n2 Photos 3 Reviews\nSpicy Tingly Beef\n3 Photos 2 Reviews\nCumin Lamb Burger\n2 Photos 4 Reviews\nChang'an Spicy Tofu\n1 Photo 1 Review""]",http://www.xianfoods.com/menu,,11:30 AM - 8:30 PM
494,Ejen Korean Comfort Food,$$,55 reviews,4.5 star rating,"['Ejen Korean Comfort Food\n55 reviews\nClaimed\n$$ Korean\nEdit\nClosed', '55 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '254 36th St\nBrooklyn, NY 11232\n2nd Ave & 3rd Ave\nSunset Park\nGet directions', '254 36th St\nBrooklyn, NY 11232\n2nd Ave & 3rd Ave\nSunset Park', 'Mon\nClosed\nTue\nClosed\nWed\nClosed\nClosed now\nThu\n11:00 AM - 6:00 PM\nFri\n11:00 AM - 6:00 PM\nSat\n11:00 AM - 7:00 PM\nSun\n11:00 AM - 6:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Limited Vegetarian Options', 'COVID-19 updates', 'Ask the Community', 'ejenfoods.com', 'Get Directions\n254 36th St Brooklyn, NY 11232', 'Message the Business', '', 'Things to do in Brooklyn', 'All You Can Eat Korean BBQ Near Me', 'Korean Food Near Me', 'Korean Chicken Brooklyn', 'Korean Food Brooklyn', 'Korean Kimbap Brooklyn', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Korean Restaurants near Ejen Korean Comfort Food', 'Frequently Asked Questions about Ejen Korean Comfort Food']",['Sweet & Spicy Pork Bulgogi\n5 Photos 5 Reviews\nPork Dumpling Soup W/ Beef Brisket\n2 Photos 5 Reviews\nOyster or Pork Soft Tofu Soup\n2 Photos 4 Reviews\nBibimbap Rice Bowl\n3 Photos 1 Review'],https://ejen-104627.square.site/,https://www.yelp.com/menu/ejen-korean-comfort-food-brooklyn,
495,Nick's Lobster House,$$$,481 reviews,3.5 star rating,"[""Nick's Lobster House\n481 reviews\nClaimed\n$$$ Seafood\nEdit\nOpen12:00 PM - 9:30 PM\nHours updated 2 weeks ago"", '481 reviews', 'Hours updated 2 weeks ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '2777 Flatbush Ave\nBrooklyn, NY 11234\nGet directions', '2777 Flatbush Ave\nBrooklyn, NY 11234', 'Mon\n12:00 PM - 9:30 PM\nTue\n12:00 PM - 9:30 PM\nWed\n12:00 PM - 9:30 PM\nOpen now\nThu\n12:00 PM - 9:30 PM\nFri\n12:00 PM - 10:30 PM\nSat\n12:00 PM - 10:30 PM\nSun\n12:00 PM - 9:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'Ask the Community', 'Are the lobsters boiled alive? Or killed then thrown in a pot?', 'Restaurants usually don’t keep dead lobsters around -\nDeb A.  4 years ago 2 people found this helpful\nView question details', 'nickslobster.com', '(718) 253-7117', 'Get Directions\n2777 Flatbush Ave Brooklyn, NY 11234', '', 'Things to do in Brooklyn', 'Red Lobster Near Me', 'Seafood Near Me', 'Lobster Roll Brooklyn', 'Oyster Bars Brooklyn', 'Seafood Restaurants Brooklyn', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', ""Find more Seafood Restaurants near Nick's Lobster House"", ""Frequently Asked Questions about Nick's Lobster House""]",['Lobster Bisque\n2 Photos 43 Reviews\nSnow Crab Legs\n10 Photos 35 Reviews\n$60.00\nLobster Tail\n12 Photos 24 Reviews\n$26.00\nShrimp Scampi\n2 Photos 12 Reviews\n$18.00\nGrilled Octopus\n6 Photos 10 Reviews\nNew England Clam Chowder\n3 Photos 10 Reviews\n$15.00\nFish Tacos\n3 Photos 5 Reviews\n$12.00\nCaesar\n1 Photo 5 Reviews'],https://www.nickslobsterhouse.com/menu,https://www.yelp.com/menu/nicks-lobster-house-brooklyn,12:00 PM - 9:30 PM
496,Komorebi Full House,$$,56 reviews,4.5 star rating,"['Komorebi Full House\n56 reviews\nUnclaimed\n$$ Sushi Bars\nEdit\nOpen11:00 AM - 10:00 PM', '56 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '6201 11th Ave\nBrooklyn, NY 11219\n63rd St & 62nd St\nDyker Heights\nGet directions', '6201 11th Ave\nBrooklyn, NY 11219\n63rd St & 62nd St\nDyker Heights', 'Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nOpen now\nThu\n11:00 AM - 10:00 PM\nFri\n11:00 AM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Many Vegetarian Options', 'About the Business', 'Ask the Community', 'Hello Just wondering do they serve alcohol? Thank you', 'byob\nLaura N.  2 years ago 1 person found this helpful\nView question details', 'komorebifullhouse.business.sit…', '(718) 877-2828', 'Get Directions\n6201 11th Ave Brooklyn, NY 11219', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in Brooklyn', 'Sushi Near Me', 'Sushi Restaurants Near Me', 'All You Can Eat Sushi Brooklyn', 'Ayce Sushi Brooklyn', 'Japanese Food Brooklyn', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Sushi Bars near Komorebi Full House', 'Frequently Asked Questions about Komorebi Full House']",['$9.40\nCalifornia Uni\n7 Photos 2 Reviews\n$1.95\nSeared Salmon\n5 Photos 5 Reviews\n$10.10\nDragon Roll\n5 Photos 3 Reviews\n$1.95\nSquid\n4 Photos 3 Reviews\n$4.00\nAvocado Roll\n3 Photos 2 Reviews\n$8.00\nShrimp Tempura\n3 Photos 2 Reviews\n$1.95\nYellowtail\n2 Photos 2 Reviews\n$2.30\nSeared Tuna\n2 Photos 2 Reviews\n$4.35\nSalmon Avocado Roll\n2 Photos 1 Review\n$2.60\nSalmon Roe\n4 Photos 1 Review'],,['https://www.yelp.com/menu/komorebi-full-house-brooklyn'],11:00 AM - 10:00 PM
