Recipe,Amount,Unit,Ingredient
rainbow-noodle-salad-recipe,1,,"medium avocado, sliced
"
rainbow-noodle-salad-recipe,3,tablespoons,"hemp seeds
"
lively-up-lentil-soup,2,cups,"black beluga lentils (or green French lentils), picked over and rinsed
"
lively-up-lentil-soup,1,tablespoon,"extra virgin olive oil
"
lively-up-lentil-soup,1,,"large onion, chopped
"
lively-up-lentil-soup,1,teaspoon,"fine-grain sea salt
"
lively-up-lentil-soup,1 28,ounce,"can crushed tomatoes
"
lively-up-lentil-soup,2,cups,"water
"
lively-up-lentil-soup,3,cups,"of a big leafy green (chard, kale, etc), rinsed well, deveined, finely chopped
"
lively-up-lentil-soup,,,a pinch of saffron (30-40 threads)
lively-up-lentil-soup,1,tablespoon,"boiling water
"
lively-up-lentil-soup,,,"two pinches of salt
"
lively-up-lentil-soup,0.5,cup,2% Greek Yogurt
avocado-asparagus-tartine,4 6,,"toasted slabs of whole grain bread, rubbed with olive oil and a bit of garlic
"
avocado-asparagus-tartine,0.5,tablespoon,"olive oil
"
avocado-asparagus-tartine,0.5,lb,"of asparagus stalks, trimmed roughly the length of your bread
"
avocado-asparagus-tartine,1,clove,"garlic, thinly sliced
"
avocado-asparagus-tartine,0.5,teaspoon,"caraway seeds
"
avocado-asparagus-tartine,1,,"avocado, pitted and smashed
"
avocado-asparagus-tartine,,,"a couple handfuls of arugula, tossed in a bit of olive oil
"
avocado-asparagus-tartine,,,"a handful of toasted pepitas, or almonds, or sunflower seeds, lemon zest
"
simple-asparagus-soup,2,tablespoons,"unsalted butter or extra-virgin coconut oil
"
simple-asparagus-soup,1,,"small onion, chopped
"
simple-asparagus-soup,0.5,pound,"new potatoes, tiny cubes
"
simple-asparagus-soup,1,tablespoon,"green curry paste, or to taste (optional)
"
simple-asparagus-soup,1,pound,"asparagus, trimmed and cut into 1/2-inch segments"
simple-asparagus-soup,1 14,ounce,"can full-fat coconut milk
"
simple-asparagus-soup,1 0.5,teaspoons,"sea salt, or to taste
"
simple-asparagus-soup,1 0.25,cups,"of water, or to cover
"
simple-asparagus-soup,1,,"lemon or lime
"
simple-asparagus-soup,,,"to serve (topping ideas): chopped chives, shallot, lemon, or olive oil; or grated hard-boiled egg, herbs, crumbled whole-grain crackers or croutons, crème fraiche
"
creamiest-vegan-soup,2,tablespoons,"extra virgin olive oil
"
creamiest-vegan-soup,1 0.5,,"yellow onions, chopped
"
creamiest-vegan-soup,1 0.5,teaspoon,"fine grain sea salt, plus more to taste
"
creamiest-vegan-soup,1 0.5,teaspoons,"ground turmeric
"
creamiest-vegan-soup,1 0.5,teaspoons,"mustard seeds (optional)
"
creamiest-vegan-soup,7,cups,"water, plus more if needed
"
creamiest-vegan-soup,1,,"large head of cauliflower, cut into florets
"
creamiest-vegan-soup,2,tablespoons,"nutritional yeast
"
creamiest-vegan-soup,,,"black pepper, to taste
"
creamiest-vegan-soup,2,cups,"yellow split peas, cooked
"
creamiest-vegan-soup,,,"topping ideas: freshly squeezed lime, black pepper, crushed croutons, seeds, crumbled kale chips
"
toasted-coconut-milk,1 0.5,cups,"toasted coconut
"
toasted-coconut-milk,4,cups,"water
"
toasted-coconut-milk,,,"fine grain sea or Himalayan salt
"
toasted-coconut-milk,,,"natural sweetener to taste, optional
"
turmeric-cashews-recipe,2,cups,"raw cashews
"
turmeric-cashews-recipe,0.5,tablespoon,"toasted sesame oil, plus more if needed
"
turmeric-cashews-recipe,,,"scant 1/4 teaspoon fine grain sea salt, or to taste"
turmeric-cashews-recipe,,,half an 8x8-inch sheet nori seaweed
turmeric-cashews-recipe,1 0.5,teaspoons,"sesame seeds
"
turmeric-cashews-recipe,,,scant 1/4 teaspoon cayenne
turmeric-cashews-recipe,0.5,tablespoon,"ground turmeric
"
california-panzanella,2,,"thick slices of hearty multi-grain bread
"
california-panzanella,2,tablespoons,"extra-virgin olive oil, plus extra
"
california-panzanella,,,"fine-grain sea salt
"
california-panzanella,12,ounce,"block extra-firm tofu, sliced into 4 slabs"
california-panzanella,0.3,cups,"all-natural peanut butter
"
california-panzanella,2,tablespoons,"brown rice or apple cider vinegar
"
california-panzanella,1,clove,"garlic
"
california-panzanella,0.5,teaspoon,"toasted sesame oil
"
california-panzanella,0.25,teaspoon,"red pepper flakes
"
california-panzanella,0.3,cup,"hot water
"
california-panzanella,0.5,cups,"sprouts
"
california-panzanella,0.5,cup,"oven-roasted or sun-dried tomatoes
"
shepherds-pie-recipe,1 0.5,pounds,"potatoes or sweet potatoes
"
shepherds-pie-recipe,0.6,cup,"full-fat coconut milk
"
shepherds-pie-recipe,,,"fine grain sea salt, to taste
"
shepherds-pie-recipe,1,tablespoon,"coconut oil
"
shepherds-pie-recipe,1,,"medium onion, chopped
"
shepherds-pie-recipe,4,cloves,"garlic, minced
"
shepherds-pie-recipe,8,ounces,"mushrooms, chopped
"
shepherds-pie-recipe,1,cup,"crushed tomatoes
"
shepherds-pie-recipe,2,teaspoons,"garam masala
"
shepherds-pie-recipe,2,cups,"cooked yellow or green split peas
"
shepherds-pie-recipe,1,cup,"peas (fresh or frozen)
"
shepherds-pie-recipe,,,"To serve: a drizzle of melted coconut oil with chopped serrano chiles, micro greens, scallions
"
step-up-your-guacamole-game,2,,"ripe avocados
"
step-up-your-guacamole-game,2,teaspoons,"fresh lemon juice
"
step-up-your-guacamole-game,,,Scant 1/2 teaspoon fine-grain sea salt
step-up-your-guacamole-game,0.5,cup,"coarsely chopped fresh cilantro
"
step-up-your-guacamole-game,1,tablespoon,"clarified butter or extra-virgin coconut oil
"
step-up-your-guacamole-game,1,teaspoon,"black or brown mustard seeds
"
step-up-your-guacamole-game,1,,"small yellow onion, minced
"
step-up-your-guacamole-game,2,cloves,"garlic, finely chopped
"
step-up-your-guacamole-game,1,teaspoon,"Indian curry powder
"
step-up-your-guacamole-game,1,,"small serrano chile, minced
"
magic-sauce-recipe,0.5,cup,"extra-virgin olive oil
"
magic-sauce-recipe,1,teaspoon,"fresh rosemary leaves
"
magic-sauce-recipe,1,teaspoon,"fresh thyme leaves
"
magic-sauce-recipe,1,teaspoon,"fresh oregano leaves
"
magic-sauce-recipe,2,teaspoons,"sweet paprika
"
magic-sauce-recipe,2,,"medium cloves of garlic,
"
magic-sauce-recipe,1,,"well-crumbled bay leaf
"
magic-sauce-recipe,,pinch,"of red pepper flakes
"
magic-sauce-recipe,0.25,teaspoon,"fine grain sea salt
"
magic-sauce-recipe,1,tablespoon,"fresh lemon juice
"
ginger-carrot-dressing,0.3,cup,"full-fat coconut milk
"
ginger-carrot-dressing,0.25,teaspoon,"ground turmeric, or more to taste
"
ginger-carrot-dressing,5,tablespoons,"peeled ginger, chopped to measure
"
ginger-carrot-dressing,3,,"medium farmers' market carrots, scrubbed
"
ginger-carrot-dressing,0.5,,"of a serrano pepper, stemmed, or to taste
"
ginger-carrot-dressing,0.3,cup,"extra virgin olive oil
"
ginger-carrot-dressing,0.5,teaspoon,"fine grain sea salt
"
ginger-carrot-dressing,2,tablespoons,"toasted sesame oil
"
ginger-carrot-dressing,1,tablespoon,"miso (optional)
"
ginger-carrot-dressing,1,tablespoon,"maple syrup
"
ginger-carrot-dressing,0.25,cup,/ 60 ml brown rice vinegar
ginger-carrot-dressing,4,,"small shallots, peeled (or less if your shallots are strong)
"
panglazed-tempeh-recipe,1,cup,freshly squeezed orange juice (3-4 large juicy oranges)
panglazed-tempeh-recipe,1,tablespoon,"freshly grated ginger
"
panglazed-tempeh-recipe,2,teaspoons,"tamari (or soy sauce)
"
panglazed-tempeh-recipe,1 0.5,tablespoons,"mirin
"
panglazed-tempeh-recipe,2,teaspoons,"maple syrup
"
panglazed-tempeh-recipe,0.5,teaspoon,"ground coriander
"
panglazed-tempeh-recipe,2,,"small garlic cloves, crushed
"
panglazed-tempeh-recipe,,,roughly 10 ounces of tempeh (or extra-firm tofu)
panglazed-tempeh-recipe,2,tablespoons,"coconut oil, ghee, or olive oil
"
panglazed-tempeh-recipe,0.5,,"lime
"
panglazed-tempeh-recipe,,,"a handful of cilantro (coriander) leaves
"
turmeric-soaked-chickpeas,1,pound,"dried chickpeas
"
turmeric-soaked-chickpeas,1,tablespoon,"dried turmeric powder
"
turmeric-soaked-chickpeas,6,cups,"water
"
turmeric-soaked-chickpeas,,,"salt to taste
"
vegan-quinoa-burritos,1,,"avocado
"
vegan-quinoa-burritos,2,cloves,"garlic
"
vegan-quinoa-burritos,4,,"scallion, trimmed
"
vegan-quinoa-burritos,,,"handful of chives, basil, and/or cilantro
"
vegan-quinoa-burritos,0.25,cup,"tahini or almond butter
"
vegan-quinoa-burritos,0.25,cup,"water
"
vegan-quinoa-burritos,5,tablespoons,"lemon juice
"
vegan-quinoa-burritos,,,"salt or coconut aminos, to taste
"
vegan-quinoa-burritos,1,,"serrano chile pepper (optional)
"
vegan-quinoa-burritos,2,,"bunches of kale, de-stemmed, and sliced
"
vegan-quinoa-burritos,6,,"multi-grain or spinach tortillas
"
vegan-quinoa-burritos,3,cups,"cooked mung beans
"
vegan-quinoa-burritos,3,cups,"cooked quinoa
"
vegan-quinoa-burritos,,,"optional: toasted pepitas, hemp seeds
"
broccoli-cheddar-soup-recipe,5 6,ounce,"chunk of artisan whole wheat bread, torn into little pieces (less than 1-inch), roughly 3 cups total"
broccoli-cheddar-soup-recipe,0.25,cup,melted butter or olive oil (I like 1/2 and 1/2)
broccoli-cheddar-soup-recipe,1 0.5,tablespoons,"whole grain mustard
"
broccoli-cheddar-soup-recipe,0.25,teaspoon,"fine grain sea salt
"
broccoli-cheddar-soup-recipe,2,tablespoons,"unsalted butter or olive oil
"
broccoli-cheddar-soup-recipe,1,,"shallot, chopped
"
broccoli-cheddar-soup-recipe,1,,"medium onion, chopped
"
broccoli-cheddar-soup-recipe,1,,"large potato, peeled and cut into 1/4-inch cubes (1 1/2 cups)"
broccoli-cheddar-soup-recipe,2,cloves,"garlic, finely chopped
"
broccoli-cheddar-soup-recipe,3 0.5,cups,"light, good-tasting vegetable broth
"
broccoli-cheddar-soup-recipe,1,,"large head of broccoli (12 ounces or 3/4 lb.), cut into small florets"
broccoli-cheddar-soup-recipe,0.6,cup,"freshly grated aged Cheddar, plus more for topping
"
broccoli-cheddar-soup-recipe,1   3,teaspoons,"whole grain mustard, to taste
"
broccoli-cheddar-soup-recipe,,,"smoked paprika, more olive oil, creme fraiche (optional)
"
candied-citrus-lolipops,30,,"small-medium citrus segments
"
candied-citrus-lolipops,,,"(mandarin, orange, grapefruit, blood orange, etc.)
"
candied-citrus-lolipops,1,cup,"granulated sugar
"
weeknight-ponzu-pasta,8,ounces,"extra firm tofu, cut into 1/4-inch cubes"
weeknight-ponzu-pasta,8,ounces,"small pasta
"
weeknight-ponzu-pasta,6,tablespoons,"ponzu sauce
"
weeknight-ponzu-pasta,3,,"garlic cloves, minced
"
weeknight-ponzu-pasta,,,"scant 1/2 teaspoon chile flakes, or to taste"
weeknight-ponzu-pasta,0.25,teaspoon,"toasted sesame oil
"
weeknight-ponzu-pasta,8,ounces,"green beans, chopped
"
weeknight-ponzu-pasta,8,ounces,"broccoli florets
"
weeknight-ponzu-pasta,,,"a small bunch of cilantro (or basil), chopped
"
weeknight-ponzu-pasta,,,"bonus: cherry tomatoes, hemp hearts, crumbled kale chips, also we have a makrut lime tree, and if you finely slice a leaf or two into fine threads, then add it here...magic.
"
immunity-soup,1,tablespoon,"extra virgin olive oil
"
immunity-soup,1,,"medium onion, quartered and thinly sliced
"
immunity-soup,3,,"celery stalks, thinly sliced
"
immunity-soup,1,,"medium carrot, thinly sliced
"
immunity-soup,8,,"medium garlic cloves, very thinly sliced
"
immunity-soup,2,tablespoons,"grated ginger, peeled
"
immunity-soup,0.75,teaspoon,"finely ground white pepper, plus more to taste
"
immunity-soup,1 0.5,cups,"mushrooms, trimmed
"
immunity-soup,8,ounces,"firm tofu, sliced into thin slabs
"
immunity-soup,2 0.5,teaspoons,"fine grain sea salt
"
immunity-soup,,,"to serve: lots of chopped green onions, sliced watermelon radish, and/or pea shoots
"
glow-promoting-beauty-bowl,1,cup,"frozen organic mixed berries (blueberries, strawberries, blackberries)
"
glow-promoting-beauty-bowl,1,teaspoons,"chia seeds
"
glow-promoting-beauty-bowl,0.5,cup,"preferred unsweetened yogurt or nut milk, plus more for topping
"
glow-promoting-beauty-bowl,,,"sweetener to taste: coconut nectar, liquid stevia, maple syrup
"
glow-promoting-beauty-bowl,,,"Toppings (any all): pineapple wedges, citrus segments, pomegranate seeds (and juice), a handful of granola or toasted oats, dehydrated berries (whole & crushed), bee pollen, cacao nibs, toasted coconut, chopped nuts
"
ribollita-recipe,3,tablespoons,"extra-virgin olive oil, plus more for drizzling
"
ribollita-recipe,4,,"celery stalks, chopped
"
ribollita-recipe,3,,"medium cloves garlic, chopped
"
ribollita-recipe,2,,"medium carrots or equiv. winter squash, chopped
"
ribollita-recipe,1,,"medium red onion, chopped
"
ribollita-recipe,1 14,ounce,/ 400 ml can crushed tomatoes
ribollita-recipe,0.5,teaspoon,"crushed red pepper flakes
"
ribollita-recipe,1,pound,"/ 16 ounces / 450g cavolo nero (lacinato kale, Tuscan kale), stems trimmed off and leaves well chopped"
ribollita-recipe,4,cups,/ 22 oz / 620g cooked white beans
ribollita-recipe,0.5,pound,/ 8 oz / 225g crustless loaf of bread
ribollita-recipe,1 0.5,,"+ teaspoons fine grain sea salt
"
ribollita-recipe,,,"zest of one lemon
"
ribollita-recipe,,,"lots of well-chopped oily black olives
"
no-bone-broth-recipe,3,,(2-inch) pieces of kombu
no-bone-broth-recipe,8,cups,"water
"
no-bone-broth-recipe,1,,"yellow onion, chopped
"
no-bone-broth-recipe,1,tablespoon,"olive oil
"
no-bone-broth-recipe,1,,"carrot, chopped (1 cup)"
no-bone-broth-recipe,1,,"leek, chopped (1 cup)"
no-bone-broth-recipe,0.5,cup,"dried porcini, chanterelle, or shiitake mushrooms (or a blend)
"
no-bone-broth-recipe,1,,"(2-inch) piece of ginger, chopped"
no-bone-broth-recipe,1,,"(2-inch) piece of turmeric, chopped"
no-bone-broth-recipe,1,,"head garlic, unpeeled, halved crosswise
"
no-bone-broth-recipe,1 2,tablespoons,"dried, shredded wakame or dulse
"
no-bone-broth-recipe,6,,"sprigs of thyme
"
no-bone-broth-recipe,2,,"bay leaves
"
no-bone-broth-recipe,1,teaspoon,"black peppercorns
"
no-bone-broth-recipe,2 3,,"dried red chiles
"
golden-beet-hummus-recipe,1 14,ounce,"can chickpeas, drained and rinsed
"
golden-beet-hummus-recipe,1,,"medium golden beet (raw), peeled, and quartered (4-inch diameter)"
golden-beet-hummus-recipe,4 6,tablespoons,fresh lemon juice (2 lemons)
golden-beet-hummus-recipe,4,,"medium garlic cloves
"
golden-beet-hummus-recipe,0.25,teaspoon,"fine grain sea salt, plus more to taste
"
golden-beet-hummus-recipe,2,tablespoons,"tahini
"
golden-beet-hummus-recipe,0.3,cup,"ice water
"
golden-beet-hummus-recipe,0.75,teaspoon,"round turmeric (optional)
"
golden-beet-hummus-recipe,,pinch,"of saffron (optional)
"
golden-beet-hummus-recipe,3,tablespoons,"nutritional yeast (optional)
"
golden-beet-hummus-recipe,,,"to serve (all or some of the others): sesame seeds, hemp seeds, edible chive/flower blossoms, chopped chives, thread of toasted sesame oil
"
instant-pot-mushroom-stroganoff,1,teaspoon,"caraway seeds, crushed
"
instant-pot-mushroom-stroganoff,0.3,cup,"vodka
"
instant-pot-mushroom-stroganoff,1,tablespoon,"extra virgin olive oil
"
instant-pot-mushroom-stroganoff,1,,"medium yellow onion, chopped
"
instant-pot-mushroom-stroganoff,3,,"garlic cloves, peeled and chopped
"
instant-pot-mushroom-stroganoff,1,pound,"brown mushrooms, stemmed, chopped 1/2-inch"
instant-pot-mushroom-stroganoff,2,tablespoons,"tomato paste
"
instant-pot-mushroom-stroganoff,1,tablespoon,"flour
"
instant-pot-mushroom-stroganoff,2,tablespoons,"Dijon mustard
"
instant-pot-mushroom-stroganoff,0.75,teaspoon,"fine grain sea salt, plus more to taste
"
instant-pot-mushroom-stroganoff,0.25,teaspoon,"freshly ground pepper, or to taste
"
instant-pot-mushroom-stroganoff,1 0.75,cup,"mushroom broth (or vegetable broth)
"
instant-pot-mushroom-stroganoff,2,cups,"dried pasta (see headnotes)
"
instant-pot-mushroom-stroganoff,0.5,cup,"homemade cashew cream*, or almond milk
"
instant-pot-mushroom-stroganoff,,,"to serve: 
"
instant-pot-mushroom-stroganoff,,,"lots of dill, or chives and some toasted almonds
"
quick-vegan-enchiladas,1,tablespoon,"extra virgin olive oil
"
quick-vegan-enchiladas,1 15,ounce,"can sweet potato puree, butternut squash puree, or pumpkin puree
"
quick-vegan-enchiladas,0.5,teaspoon,"turmeric powder
"
quick-vegan-enchiladas,2,,"medium cloves garlic, grated on microplane
"
quick-vegan-enchiladas,1,tablespoon,"taco seasoning
"
quick-vegan-enchiladas,0.75,teaspoon,"fine grain sea salt
"
quick-vegan-enchiladas,1,,"lemon, zest and juice
"
quick-vegan-enchiladas,8,,"corn tortillas (6-inch), room temperature or warm"
quick-vegan-enchiladas,1 15,ounce,"can black beans, drained and rinsed
"
quick-vegan-enchiladas,0.3,cup,"chopped black olives
"
quick-vegan-enchiladas,0.3,cup,"tahini
"
quick-vegan-enchiladas,0.5,cup,"sliced almonds
"
quick-vegan-enchiladas,1 0.5,cups,"chopped cilantro leaves
"
quick-vegan-enchiladas,,,"to serve (optional): oven-roasted tomatoes, serrano vinegar & chiles*, a favorite salsa, etc.
"
white-bean-soup-with-pesto-herb-dumplings,1,,"large onion, peeled and finely diced
"
white-bean-soup-with-pesto-herb-dumplings,2,,"carrots, peeled and diced
"
white-bean-soup-with-pesto-herb-dumplings,3,tablespoons,"extra-virgin olive oil
"
white-bean-soup-with-pesto-herb-dumplings,1,teaspoon,"caraway seeds, lightly crushed (optional)
"
white-bean-soup-with-pesto-herb-dumplings,0.5,cup,"whole wheat pastry flour
"
white-bean-soup-with-pesto-herb-dumplings,5,cups,"of water or vegetable broth
"
white-bean-soup-with-pesto-herb-dumplings,1,teaspoon,"fine grain sea salt, or to taste
"
white-bean-soup-with-pesto-herb-dumplings,14,ounce,"can cannellini beans, drained and rinsed
"
white-bean-soup-with-pesto-herb-dumplings,1,cup,"almond milk (or whatever milk you like)
"
white-bean-soup-with-pesto-herb-dumplings,1,,"egg
"
white-bean-soup-with-pesto-herb-dumplings,2,tablespoons,"pesto
"
white-bean-soup-with-pesto-herb-dumplings,1,cup,"chopped herbs (dill, scallions, basil, lemongrass, etc.), plus more for serving
"
white-bean-soup-with-pesto-herb-dumplings,1 0.5,cups,"whole wheat pastry flour
"
white-bean-soup-with-pesto-herb-dumplings,2,teaspoons,"baking powder
"
white-bean-soup-with-pesto-herb-dumplings,0.5,teaspoon,"fine grain sea salt
"
instant-pot-chickpea-cauliflower-korma,2,cups,"Indian-spiced simmer sauce,
"
instant-pot-chickpea-cauliflower-korma,1,,"large head of cauliflower,
"
instant-pot-chickpea-cauliflower-korma,1 14,ounce,"can chickpeas,
"
instant-pot-chickpea-cauliflower-korma,1 14,ounce,"can of diced tomatoes,
"
instant-pot-chickpea-cauliflower-korma,1,,"small onion
"
instant-pot-chickpea-cauliflower-korma,4,,"garlic cloves
"
instant-pot-chickpea-cauliflower-korma,,,"One 1-inch piece of ginger,"
instant-pot-chickpea-cauliflower-korma,1,cup,"chopped cilantro
"
instant-pot-chickpea-cauliflower-korma,,,"lemon olive oil, a squeeze of lemon, salted-smashed garlic yogurt, lemon zest, fresh herbs (cilantro, dill, etc.)
"
winter-green-miso-paste,0.5,cup,"organic miso
"
winter-green-miso-paste,0.6,cup,"extra-virgin olive oil
"
winter-green-miso-paste,4,,"medium cloves of garlic, peeled
"
winter-green-miso-paste,2,tablespoons,"fresh rosemary
"
winter-green-miso-paste,2,,"bunches of cilantro, leaves and stems
"
winter-green-miso-paste,16,,"scallions, trimmed
"
winter-green-miso-paste,2,inch,"segment of ginger, peeled
"
instant-pot-minestrone-soup-recipe,2,tablespoons,"extra virgin olive oil
"
instant-pot-minestrone-soup-recipe,1,,"medium onion,
"
instant-pot-minestrone-soup-recipe,3,,"carrots,
"
instant-pot-minestrone-soup-recipe,3,,"celery stalks
"
instant-pot-minestrone-soup-recipe,2,,"medium cloves garlic,
"
instant-pot-minestrone-soup-recipe,1,teaspoon,"crushed red chile flakes
"
instant-pot-minestrone-soup-recipe,1 0.5,cups,"dried cannellini beans
"
instant-pot-minestrone-soup-recipe,5,,"medium waxy potatoes,
"
instant-pot-minestrone-soup-recipe,1 3,inch,"chunk of Parmesan rind,
"
instant-pot-minestrone-soup-recipe,8,cups,"of water
"
instant-pot-minestrone-soup-recipe,1,,"medium bunch kale or chard,
"
instant-pot-minestrone-soup-recipe,1 0.25,cup,"crushed tomatoes,
"
instant-pot-minestrone-soup-recipe,1,teaspoon,"fine grain sea salt
"
instant-pot-minestrone-soup-recipe,,,"chopped black olives, a dollop of pesto, a drizzle of lemon olive oil, or a big squeeze of lemon juice
"
vegetable-noodle-soup,12,ounces,"extra-firm tofu, pat dry with paper towels, cut into 1/4-inch cubes"
vegetable-noodle-soup,1 0.5,tablespoons,"extra-virgin olive oil
"
vegetable-noodle-soup,4,cloves,"garlic, chopped
"
vegetable-noodle-soup,1,,"medium onion, finely chopped
"
vegetable-noodle-soup,1,cup,"carrots, finely chopped
"
vegetable-noodle-soup,2,cups,"celery, finely chopped
"
vegetable-noodle-soup,0.25,teaspoon,"dried turmeric
"
vegetable-noodle-soup,1,tablespoon,"thyme leaves (fresh or dried)
"
vegetable-noodle-soup,1,teaspoon,"oregano (fresh or dried)
"
vegetable-noodle-soup,1,,"bay leaf
"
vegetable-noodle-soup,,,"salt and pepper to taste
"
vegetable-noodle-soup,1 0.5,tablespoons,"nutritional yeast (or see headnotes)
"
vegetable-noodle-soup,8,cups,"water
"
vegetable-noodle-soup,12,ounces,"dried pasta, cooked per package instructions
"
vegetable-noodle-soup,,,"To serve: fresh cilantro, chopped kale, chopped chives
"
caramelized-tofu,7   8,ounces,extra-firm tofu cut into thin 1-inch segments (see photo)
caramelized-tofu,,,"a couple pinches of fine-grain sea salt
"
caramelized-tofu,,,"a couple splashes of olive oil
"
caramelized-tofu,2,,"medium cloves garlic, minced
"
caramelized-tofu,0.3,cup,"pecans, toasted and chopped
"
caramelized-tofu,3,tablespoons,"fine-grain natural cane sugar or brown sugar
"
caramelized-tofu,0.25,cup,"cilantro, chopped
"
caramelized-tofu,0.5,lb.,"brussels sprouts, washed and cut into 1/8-inch wide ribbons"
goth-hummus-recipe,4,cups,"cooked black garbanzos, plus more for serving
"
goth-hummus-recipe,4 6,tablespoons,"lemon juice
"
goth-hummus-recipe,4,,"medium garlic cloves (black, optional)
"
goth-hummus-recipe,0.5,teaspoons,"fine grain sea salt
"
goth-hummus-recipe,1,cup,"black tahini, plus 1 tablespoon"
goth-hummus-recipe,1,cup,"ice cold water
"
goth-hummus-recipe,2,tablespoons,"extra virgin olive oil
"
goth-hummus-recipe,,,"to serve: edible flowers (sage, chive, thyme, etc.), and sesame seeds
"
california-tom-yum-soup,8,cups,"of water
"
california-tom-yum-soup,2,,"large roma tomato (cut in 1/6ths), or 20 cherry tomatoes (halved), or mix"
california-tom-yum-soup,2,,"dried guajillo chile peppers, coarsely chopped
"
california-tom-yum-soup,1 0.5,tablespoons,"palm, muscovado or brown sugar
"
california-tom-yum-soup,1,,"quantity of Tom Yum Paste* (see below)
"
california-tom-yum-soup,8   12,ounces,"mixed mushrooms (nameko, oyster, etc)
"
california-tom-yum-soup,,,"splash of shoyu or soy sauce, to taste
"
california-tom-yum-soup,0.3,cup,"fresh lime juice, or to taste
"
california-tom-yum-soup,0.25,cup,"chopped cilantro in each bowl, for serving
"
california-tom-yum-soup,,,"To serve: Serve on its own with lime wedges, or with steamed rice, and warm tofu. Bonus points for a drizzle of lemon olive oil, or lime oil for serving, and roasted cherry tomatoes.
"
california-tom-yum-soup,4,,"medium shallots, peeled
"
california-tom-yum-soup,3,,"stalks of lemongrass, tender centers roughly chopped
"
california-tom-yum-soup,2,,"serrano chile peppers, deseeded
"
california-tom-yum-soup,2,slices,"ginger, peeled and roughly chopped
"
california-tom-yum-soup,4,,"makrut lime leaves (or 3 makrut lime + 2 Meyer lemon), torn and smashed"
california-tom-yum-soup,,,"zest of one Meyer lemon (optional)
"
california-tom-yum-soup,0.5,teaspoon,"fine grain sea salt
"
five-minute-avocado-dressing,0.5,,"medium ripe avocado, (~1/2 cup)"
five-minute-avocado-dressing,1,cup,"nut milk (almond, cashew, etc), plus more to thin if needed
"
five-minute-avocado-dressing,1,cup,"spinach (frozen is ok)
"
five-minute-avocado-dressing,1 0.5,tablespoons,"fresh herbs (thyme, oregano)
"
five-minute-avocado-dressing,3,cloves,"garlic, peeled
"
five-minute-avocado-dressing,1,teaspoon,"miso, plus salt to taste
"
five-minute-avocado-dressing,1 2,tablespoons,"fresh lemon juice
"
coconut-red-lentil-soup-recipe,1,cup,/ 7 oz / 200g yellow split peas
coconut-red-lentil-soup-recipe,1,cup,7 oz / 200g red split lentils (masoor dal)
coconut-red-lentil-soup-recipe,7,cups,/ 1.6 liters water
coconut-red-lentil-soup-recipe,1,,"medium carrot,
"
coconut-red-lentil-soup-recipe,2,tablespoons,"fresh peeled and minced ginger
"
coconut-red-lentil-soup-recipe,2,tablespoons,"curry powder
"
coconut-red-lentil-soup-recipe,2,tablespoons,"butter,
"
coconut-red-lentil-soup-recipe,8,,"green onions or scallions,
"
coconut-red-lentil-soup-recipe,3,tablespoons,"golden raisins
"
coconut-red-lentil-soup-recipe,0.3,ml,"cup tomato paste
"
coconut-red-lentil-soup-recipe,1 14,ounce,"can coconut milk
"
coconut-red-lentil-soup-recipe,2,teaspoons,"fine grain sea salt
"
coconut-red-lentil-soup-recipe,,,"one small handful cilantro,
"
simple-cauliflower,2   3,,heads of small cauliflower (or 1/2 head large)
simple-cauliflower,2,tablespoons,"of olive oil
"
simple-cauliflower,,,"a couple pinches of sea salt
"
simple-cauliflower,1,clove,"garlic, minced
"
simple-cauliflower,1,,"small bunch of chives, chopped
"
simple-cauliflower,,,"zest of one lemon
"
simple-cauliflower,,,"freshly grated Parmesan
"
simple-cauliflower,,,"a bit of flaky sea salt
"
no-bake-energy-bites,1,cup,"lightly toasted old-fashioned rolled oats
"
no-bake-energy-bites,3,tablespoons,"chia seeds, ground in mortar & pestle
"
no-bake-energy-bites,0.25,cup,"chopped chocolate (or chips)
"
no-bake-energy-bites,3,tablespoons,"good maple syrup
"
no-bake-energy-bites,1 0.5,teaspoon,"vanilla extract
"
no-bake-energy-bites,0.5,cup,"unsweetened, toasted coconut flakes
"
no-bake-energy-bites,0.6,cup,"well-stirred natural peanut butter
"
no-bake-energy-bites,,,"sea salt, to taste
"
cauliflower-rice-bowl,0.25,teaspoon,"turmeric
"
cauliflower-rice-bowl,0.25,teaspoon,"ground cumin
"
cauliflower-rice-bowl,,,"cayenne pepper, to taste
"
cauliflower-rice-bowl,,,"fine grain sea salt, to taste
"
cauliflower-rice-bowl,1,teaspoon,"ghee, coconut oil, or olive oil
"
cauliflower-rice-bowl,1,,"bunch of chives
"
cauliflower-rice-bowl,0.6,cup,"extra virgin olive oil
"
cauliflower-rice-bowl,1,,"medium head of cauliflower, cut into eights
"
cauliflower-rice-bowl,,,"Some or all of the following: little lettuces or micro greens, sliced chard stems, sliced avocado, toasted seeds, hard-boiled egg.
"
cauliflower-rice-bowl,,,"Fresh lemon juice
"
spicy-tahini-noodles,1,pound,"of mixed vegetables,
"
spicy-tahini-noodles,1,tablespoon,"olive oil
"
spicy-tahini-noodles,,,"salt and pepper
"
spicy-tahini-noodles,0.25,cup,"tahini
"
spicy-tahini-noodles,,,"one lemon
"
