,recipe,amount,unit,ingredient,price,instruction
21,great-vegan-ramen-recipe,0.0,-1.0,torn fresh basil,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
22,great-vegan-ramen-recipe,0.0,-1.0,sliced scallions,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
23,great-vegan-ramen-recipe,0.0,-1.0,chopped peanuts,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
24,great-vegan-ramen-recipe,0.0,-1.0,sliced green beans (toss into noodle water at the last minute),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
25,great-vegan-ramen-recipe,0.0,-1.0,shredded kale massaged with a bit of lemon juice and olive oil,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
26,great-vegan-ramen-recipe,0.0,-1.0,roasted brussels sprouts*,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
27,great-vegan-ramen-recipe,0.0,-1.0,roasted sweet potatoes*,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
28,great-vegan-ramen-recipe,0.0,-1.0,roasted onion*,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
29,great-vegan-ramen-recipe,0.0,-1.0,toasted hazelnuts,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
30,great-vegan-ramen-recipe,0.0,-1.0,toasted nori,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
31,great-vegan-ramen-recipe,0.0,-1.0,shaved radish,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
32,great-vegan-ramen-recipe,0.0,-1.0,shredded cabbage,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
33,great-vegan-ramen-recipe,0.0,-1.0,shredded kale massaged with a bit of lemon juice and toasted sesame oil,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
34,great-vegan-ramen-recipe,0.0,-1.0,roasted cauliflower,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
35,great-vegan-ramen-recipe,0.0,-1.0,asparagus,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
36,great-vegan-ramen-recipe,0.0,-1.0,peas,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
37,great-vegan-ramen-recipe,0.0,-1.0,fava beans,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
38,great-vegan-ramen-recipe,0.0,-1.0,toasted pine nuts or sliced almonds,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
39,great-vegan-ramen-recipe,1.0,236.6,white miso,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
40,great-vegan-ramen-recipe,1.0,14.8,crushed chile flakes,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
41,great-vegan-ramen-recipe,4.0,-1.0,scallions (or shallots),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
42,great-vegan-ramen-recipe,3.0,-1.0,piece of ginger,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
