,Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Class,Type,Group,Food,Allergy
4504,2014.0,9.0,Montana,Salmonella enterica,Typhimurium,Suspected,Restaurant - Sit-down dining,6.0,0.0,0.0,pizza,,,,,,
4505,2014.0,11.0,Texas,,,,Private home/residence,9.0,0.0,0.0,,,,,,,
4506,2014.0,11.0,Virginia,Norovirus Genogroup II,GII_6,Confirmed,School/college/university,84.0,0.0,0.0,,,,,,,
4507,2014.0,11.0,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
4508,2014.0,9.0,Kentucky,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other (describe in remarks),4.0,4.0,0.0,"milk, unpasteurized","milk, whole milk unpasteurized",,,,,
4509,2014.0,11.0,Texas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2.0,0.0,0.0,,,,,,,
4510,2014.0,11.0,Texas,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
4511,2014.0,9.0,Wisconsin,Other - Chemical/Toxin,,Suspected,Grocery store,8.0,0.0,0.0,"chicken, rotisserie",chicken,,,,,
4512,2013.0,3.0,Oregon,Salmonella enterica,Reading,Confirmed,Restaurant - Sit-down dining,4.0,,,"oysters, raw",,,,,,
4513,2014.0,10.0,Texas,"Escherichia coli, Other",,Suspected,Restaurant - Sit-down dining,4.0,1.0,0.0,,,,,,,
4514,2014.0,11.0,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,40.0,1.0,0.0,cookies; salad greens,,,,,,
4515,2014.0,11.0,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,macaroni and cheese,,,,,,
4516,2014.0,9.0,Michigan,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),5.0,0.0,0.0,,,,,,,
4517,2014.0,10.0,Puerto Rico,Salmonella unknown,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5.0,1.0,0.0,,,,,,,
4518,2014.0,11.0,Kansas,Norovirus Genogroup II,unknown,Suspected,Restaurant - Sit-down dining,15.0,0.0,0.0,,,,,,,
4519,2014.0,11.0,New York,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,16.0,1.0,0.0,,,,,,,
4520,2014.0,11.0,Minnesota,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6.0,0.0,0.0,,,,,,,
4521,2013.0,6.0,Multistate,Salmonella enterica,Thompson,Confirmed,Private home/residence,13.0,6.0,1.0,papaya,papaya,,,,,
4522,2014.0,11.0,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
4523,2014.0,11.0,New York,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2.0,0.0,0.0,tuna burger,tuna,,,,,
4524,2014.0,10.0,Alaska,Trichinella spiralis,,Confirmed,Private home/residence,2.0,1.0,0.0,black bear meat,,,,,,
4525,2014.0,11.0,Wisconsin,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4526,2014.0,11.0,Utah,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,"taco, beef",ground beef,,,,,
4527,2014.0,11.0,Connecticut,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,5.0,0.0,0.0,salad,,,,,,
4528,2014.0,11.0,South Carolina,,,,Restaurant - Sit-down dining,14.0,0.0,0.0,beef,beef,,,,,
4529,2014.0,11.0,Alaska,Salmonella enterica,Heidelberg,Confirmed,Restaurant - Sit-down dining,4.0,1.0,0.0,,,,,,,
4530,2014.0,11.0,New York,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,7.0,0.0,0.0,,,,,,,
4531,2014.0,11.0,Minnesota,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3.0,0.0,0.0,salsa,,,,,,
4532,2014.0,11.0,Minnesota,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,6.0,0.0,0.0,cobb salad,,,,,,
4533,2014.0,11.0,Arizona,,,,Restaurant - Sit-down dining,5.0,0.0,0.0,,,,,,,
4534,2014.0,6.0,Montana,Salmonella enterica,Typhimurium,Confirmed,Other (describe in remarks),7.0,3.0,0.0,"milk, unpasteurized",,,,,,
4535,2014.0,12.0,Minnesota,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,5.0,0.0,0.0,,,,,,,
4536,2014.0,11.0,Texas,Staphylococcus aureus,,Suspected,Caterer (food prepared off-site from where served),20.0,0.0,0.0,macaroni and cheese; mashed potato/gravy; turkey,,,,,,
4537,2014.0,11.0,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6.0,0.0,0.0,"refried beans, unspecified",beans; rice,,,,,
4538,2014.0,11.0,Tennessee,Norovirus,,Suspected,Grocery store,5.0,0.0,0.0,,,,,,,
4539,2014.0,12.0,Virginia,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),29.0,0.0,0.0,,,,,,,
4540,2014.0,9.0,South Carolina,Salmonella enterica,Braenderup,Confirmed,Private home/residence; Grocery store,8.0,2.0,0.0,,,,,,,
4541,2014.0,9.0,Michigan,Shigella sonnei,,Suspected,School/college/university,2.0,0.0,0.0,,,,,,,
4542,2014.0,11.0,Ohio,Campylobacter jejuni,,Confirmed,Private home/residence,5.0,0.0,0.0,"turkey, baked",,,,,,
4543,2014.0,11.0,Ohio,Norovirus,,Suspected,Unknown,9.0,0.0,0.0,,,,,,,
4544,2014.0,5.0,Ohio,Salmonella enterica,Javiana,Confirmed,Restaurant - Sit-down dining; Long-term care/nursing home/assisted living facility; Unknown,13.0,5.0,0.0,,,,,,,
4545,2014.0,12.0,Ohio,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
4546,2014.0,5.0,Multistate,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence; Grocery store; Long-term care/nursing home/as...",275.0,48.0,1.0,cucumber,,,,,,
4547,2014.0,6.0,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,16.0,13.0,0.0,pre-packaged salad,,,,,,
4548,2013.0,12.0,Oregon,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,6.0,0.0,0.0,"pate, chicken liver",,,,,,
4549,2012.0,9.0,Oregon,Salmonella enterica,Virchow,Confirmed,Restaurant - Sit-down dining,7.0,0.0,0.0,,,,,,,
4550,2009.0,9.0,Multistate,Salmonella enterica,Subspecies IIIa,Confirmed,,14.0,,,ground turkey,,,,,,
4551,2014.0,3.0,Oregon,,,,Restaurant - Sit-down dining,6.0,,,,,,,,,
4552,2014.0,4.0,Oregon,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,36.0,5.0,1.0,,,,,,,
4553,2014.0,6.0,Oregon,Vibrio parahaemolyticus,,Confirmed,"Restaurant - Sit-down dining; Fair, festival, other temp or mobile services",2.0,0.0,0.0,oysters,oysters,,,,,
4554,2014.0,7.0,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,13.0,0.0,0.0,,,,,,,
4555,2014.0,10.0,Oregon,Norovirus Genogroup II,GII_6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10.0,0.0,0.0,,,,,,,
4556,2014.0,10.0,Oregon,Norovirus Genogroup II,GII_7,Confirmed,Restaurant - Sit-down dining,19.0,0.0,0.0,,,,,,,
4557,2014.0,12.0,Oregon,,,,Restaurant - Sit-down dining,5.0,,,rice,,,,,,
4558,2014.0,12.0,Oregon,,,,Restaurant - Sit-down dining,4.0,,,,,,,,,
4559,2014.0,12.0,Minnesota,Norovirus Genogroup I,GI_2,Confirmed,Restaurant - Sit-down dining,30.0,0.0,0.0,appetizers; appetizers; artichoke dip,,,,,,
4560,2014.0,12.0,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,9.0,0.0,0.0,"pork, bacon","pork, bacon",,,,,
4561,2014.0,12.0,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,58.0,0.0,0.0,green beans,,,,,,
4562,2014.0,11.0,Illinois,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,4.0,0.0,0.0,chilaquiles,egg,,,,,
4563,2014.0,11.0,Illinois,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",18.0,0.0,0.0,,,,,,,
4564,2014.0,11.0,Illinois,Norovirus,,Suspected,Restaurant - Sit-down dining,7.0,0.0,0.0,,,,,,,
4565,2014.0,7.0,Oregon,Campylobacter,,Confirmed,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4566,2014.0,8.0,Oregon,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5.0,,,,,,,,,
4567,2014.0,11.0,Oregon,Salmonella enterica,Oranienburg,Confirmed,,3.0,2.0,0.0,,,,,,,
4568,2014.0,9.0,Oregon,,,,,2.0,0.0,0.0,,,,,,,
4569,2014.0,2.0,Oregon,,,,,3.0,,,,,,,,,
4570,2014.0,7.0,Oregon,Salmonella enterica,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3.0,2.0,,,,,,,,
4571,2014.0,12.0,Florida,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),141.0,8.0,0.0,turkey,turkey,,,,,
4572,2014.0,12.0,Florida,,,,Restaurant - Sit-down dining,6.0,0.0,0.0,,,,,,,
4573,2014.0,12.0,New York,Norovirus Genogroup II,,Confirmed,School/college/university,34.0,0.0,0.0,corn and bean salad,,,,,,
4574,2014.0,10.0,Illinois,Salmonella enterica; Salmonella enterica,"Chailey; I 4,[5],12:i:-",Confirmed; Confirmed,Grocery store,11.0,0.0,0.0,"carnitas, unspecified",,,,,,
4575,2014.0,12.0,Minnesota,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Caterer (food prepared off-site from where served),11.0,0.0,0.0,breakfast sandwich,,,,,,
4576,2014.0,12.0,Iowa,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,8.0,0.0,0.0,,,,,,,
4577,2014.0,12.0,Iowa,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),176.0,2.0,0.0,,,,,,,
4578,2014.0,12.0,New York,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,9.0,0.0,0.0,,,,,,,
4579,2014.0,12.0,Iowa,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,Restaurant - Sit-down dining,6.0,,0.0,,,,,,,
4580,2014.0,10.0,Arizona,Campylobacter jejuni,,Confirmed,Caterer (food prepared off-site from where served),40.0,3.0,0.0,,,,,,,
4581,2014.0,12.0,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,16.0,0.0,0.0,artichoke dip,,,,,,
4582,2014.0,11.0,Florida,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,7.0,0.0,0.0,buffet,buffet,,,,,
4583,2014.0,12.0,Missouri,Staphylococcus aureus,,Confirmed,Other (describe in remarks),43.0,0.0,0.0,turkey,turkey,,,,,
4584,2014.0,12.0,Wisconsin,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,"pork, carnitas; barbacoa",pork; beef,,,,,
4585,2014.0,12.0,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Other (describe in remarks),3.0,1.0,0.0,shrimp cocktail,,,,,,
4586,2014.0,12.0,Florida,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Caterer (food prepared off-site from where served),31.0,0.0,0.0,"ice; green beans; chicken, marsala",ice; green beans; chicken; mushrooms,,,,,
4587,2014.0,6.0,Arizona,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
4588,2014.0,12.0,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining,10.0,0.0,0.0,hamburger,,,,,,
4589,2014.0,12.0,Minnesota,Norovirus,,Suspected,Caterer (food prepared off-site from where served); Other (describe in remarks),4.0,0.0,0.0,,,,,,,
4590,2014.0,12.0,Alaska,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,24.0,0.0,0.0,,,,,,,
4591,2014.0,7.0,Massachusetts,Vibrio parahaemolyticus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",7.0,1.0,0.0,oysters,,,,,,
4592,2014.0,9.0,New Hampshire,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,3.0,3.0,0.0,"pork, carnitas",,,,,,
4593,2014.0,11.0,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11.0,2.0,0.0,salad,leaf lettuce,,,,,
4594,2014.0,10.0,Minnesota,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Unknown,3.0,1.0,0.0,,,,,,,
4595,2014.0,11.0,California,,,,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4596,2014.0,2.0,California,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining; Private home/residence,6.0,0.0,0.0,tuna filets (albacore and ahi tuna),tuna,,,,,
4597,2014.0,11.0,Florida,"Escherichia coli, Shiga toxin-producing",unknown,Suspected,Grocery store,2.0,0.0,0.0,"taco, beef",lettuce,,,,,
4598,2014.0,11.0,Florida,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
4599,2014.0,7.0,New Mexico,,,,Restaurant - Sit-down dining,8.0,0.0,0.0,,,,,,,
4600,2014.0,11.0,Pennsylvania,Salmonella enterica,Hvittingfoss,Confirmed,Religious facility,6.0,1.0,0.0,,,,,,,
4601,2014.0,8.0,Oregon,Campylobacter jejuni,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10.0,0.0,0.0,taco,,,,,,
4602,2014.0,12.0,New York,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,15.0,0.0,0.0,,,,,,,
4603,2014.0,12.0,Oregon,Norovirus Genogroup I,,Suspected,Restaurant - Sit-down dining,16.0,,,pico de gallo,,,,,,
4604,2014.0,12.0,Oregon,"Escherichia coli, Shiga toxin-producing",O157,Suspected,Private home/residence,12.0,3.0,1.0,venison,,,,,,
4605,2015.0,1.0,Ohio,Norovirus Genogroup II,GII_6,Confirmed,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4606,2015.0,1.0,Virginia,,,,Restaurant - Sit-down dining; Private home/residence,20.0,0.0,0.0,,,,,,,
4607,2014.0,12.0,Virginia,Norovirus Genogroup II,,Suspected,Banquet Facility (food prepared and served on-site),15.0,0.0,0.0,,,,,,,
4608,2015.0,1.0,Ohio,Norovirus Genogroup II,GII_6,Confirmed,Restaurant - Sit-down dining,15.0,1.0,0.0,,,,,,,
4609,2014.0,9.0,Michigan,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3.0,1.0,0.0,"salmon, smoked","fish, salmon",,,,,
4610,2015.0,1.0,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
4611,2014.0,8.0,Colorado,Cleaning agents,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5.0,3.0,0.0,milkshake,,,,,,
4612,2014.0,10.0,Colorado,Other - Bacterium,,Suspected,Banquet Facility (food prepared and served on-site),12.0,0.0,0.0,mashed potatoes; green chile,,,,,,
4613,2014.0,6.0,Colorado,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Long-term care/nursing home/assisted living facility,6.0,0.0,0.0,,,,,,,
4614,2014.0,6.0,Colorado,,,,Restaurant - Sit-down dining,5.0,0.0,0.0,,,,,,,
4615,2014.0,6.0,Colorado,Other - Bacterium,,Suspected,Long-term care/nursing home/assisted living facility,6.0,0.0,0.0,,,,,,,
4616,2014.0,6.0,Colorado,Other - Bacterium,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
4617,2014.0,1.0,Maine,Cryptosporidium parvum,IIaA15G2R1,Confirmed,Other (describe in remarks),4.0,0.0,0.0,"milk, unpasteurized","milk, unpasteurized",,,,,
4618,2014.0,10.0,Maine,Salmonella enterica,Infantis,Confirmed,Private home/residence,5.0,0.0,0.0,,,,,,,
4619,2014.0,11.0,Nevada,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type; Private home/residence,20.0,0.0,0.0,,,,,,,
4620,2015.0,1.0,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,7.0,0.0,0.0,,,,,,,
4621,2014.0,12.0,Hawaii,,,,Other (describe in remarks),8.0,0.0,0.0,"fried rice, unspecified; stir-fry",,,,,,
4622,2015.0,1.0,Florida,,,,Caterer (food prepared off-site from where served); Grocery store,9.0,0.0,0.0,"beef, stew",,,,,,
4623,2014.0,9.0,Washington,,,,Restaurant - Sit-down dining,3.0,1.0,0.0,,,,,,,
4624,2014.0,12.0,Colorado,Other - Bacterium,,Suspected,Restaurant - Sit-down dining,2.0,0.0,0.0,chicken; rice,,,,,,
4625,2014.0,12.0,Rhode Island,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,"soup, vietnamese pho",,,,,,
4626,2014.0,11.0,Colorado,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
4627,2014.0,8.0,Colorado,Other,,Confirmed,Other (describe in remarks),10.0,2.0,0.0,chocolate bar,,,,,,
4628,2014.0,7.0,Washington,Salmonella enterica,Enteritidis,Confirmed,Camp,3.0,0.0,0.0,,,,,,,
4629,2014.0,12.0,Michigan,,,,Restaurant - Sit-down dining; Unknown,2.0,0.0,0.0,,,,,,,
4630,2015.0,1.0,Virginia,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,9.0,1.0,0.0,"fried rice, unspecified",,,,,,
4631,2014.0,8.0,California,Shigella sonnei,,Confirmed,Restaurant - Sit-down dining,9.0,5.0,0.0,,,,,,,
4632,2014.0,10.0,Ohio,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2.0,0.0,0.0,"chicken, fried",,,,,,
4633,2014.0,12.0,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,7.0,0.0,0.0,,,,,,,
4634,2015.0,1.0,Florida,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4.0,0.0,0.0,,,,,,,
4635,2015.0,1.0,Ohio,Staphylococcus unknown,,Confirmed,Restaurant - Sit-down dining,5.0,0.0,0.0,alfredo sauce,,,,,,
4636,2014.0,12.0,Florida,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,22.0,0.0,0.0,cheese and crackers,,,,,,
4637,2014.0,11.0,Kansas,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
4638,2014.0,12.0,Colorado,Norovirus unknown,,Suspected,Private home/residence,14.0,0.0,0.0,,,,,,,
4639,2014.0,11.0,Oregon,,,,Restaurant - Sit-down dining,7.0,0.0,0.0,migas,,,,,,
4640,2014.0,12.0,Connecticut,,,,Restaurant - Sit-down dining,5.0,0.0,0.0,,,,,,,
4641,2015.0,1.0,Connecticut,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,18.0,0.0,0.0,mimosa,,,,,,
4642,2015.0,1.0,Minnesota,Norovirus Genogroup II,GII_6,Confirmed,Restaurant - Buffet,4.0,0.0,0.0,"chicken; banana, unspecified",chicken; banana,,,,,
4643,2015.0,1.0,Florida,Norovirus,,Suspected,Grocery store,5.0,0.0,0.0,cake,,,,,,
4644,2014.0,12.0,Puerto Rico,Staphylococcus aureus,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),24.0,0.0,0.0,pork,pork,,,,,
4645,2013.0,9.0,Rhode Island,Listeria monocytogenes,,Confirmed,Restaurant - other or unknown type,4.0,2.0,2.0,,,,,,,
4646,2014.0,12.0,Georgia,Salmonella enterica,Thompson,Confirmed,Caterer (food prepared off-site from where served),56.0,4.0,0.0,"chicken, smoked",chicken,,,,,
4647,2014.0,11.0,North Carolina,Staphylococcus aureus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Private home/residence; Grocery store",27.0,0.0,0.0,,,,,,,
4648,2015.0,1.0,Kansas,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Other (describe in remarks),61.0,7.0,1.0,,,,,,,
4649,2014.0,12.0,Illinois,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6.0,0.0,0.0,,,,,,,
4650,2013.0,9.0,Multistate,Listeria monocytogenes,,Confirmed,Private home/residence,9.0,8.0,1.0,"mexican style cheese, pasteurized",,,,,,
4651,2015.0,1.0,Texas,,,,,2.0,0.0,0.0,ginger,apple; collard greens; kale; pineapple,,,,,
4652,2014.0,1.0,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4.0,0.0,0.0,ground beef,,,,,,
4653,2014.0,12.0,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4.0,0.0,0.0,"avocado, unspecified",,,,,,
4654,2015.0,1.0,Rhode Island,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
4655,2014.0,10.0,California,Shigella sonnei,,Suspected,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4656,2014.0,5.0,Multistate,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Private home/residence,8.0,3.0,0.0,ground beef,,,,,,
4657,2015.0,1.0,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,21.0,0.0,0.0,,,,,,,
4658,2014.0,11.0,North Dakota,,,,Banquet Facility (food prepared and served on-site),26.0,0.0,0.0,,,,,,,
4659,2014.0,11.0,North Dakota,,,,,29.0,1.0,0.0,,,,,,,
4660,2014.0,12.0,North Carolina,Salmonella,,Confirmed,Caterer (food prepared off-site from where served),40.0,0.0,0.0,,,,,,,
4661,2015.0,1.0,Florida,,,,Restaurant - Sit-down dining,4.0,0.0,0.0,mushroom and swiss hamburger sandwich,bread; ground beef; mushrooms; swiss cheese,,,,,
4662,2015.0,1.0,Florida,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,6.0,0.0,0.0,,,,,,,
4663,2014.0,12.0,Pennsylvania,Campylobacter jejuni,,Confirmed,Private home/residence,3.0,0.0,0.0,"pate, chicken liver","liver, chicken",,,,,
4664,2015.0,1.0,Minnesota,Norovirus,,Confirmed,Other (describe in remarks),10.0,0.0,0.0,,,,,,,
4665,2015.0,1.0,Iowa,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),11.0,2.0,0.0,,,,,,,
4666,2014.0,12.0,Florida,Norovirus Genogroup II,unknown,Confirmed,,33.0,0.0,0.0,buffet,buffet,,,,,
4667,2015.0,1.0,Wisconsin,Clostridium perfringens,,Suspected,Banquet Facility (food prepared and served on-site),58.0,0.0,0.0,shredded chicken,,,,,,
4668,2014.0,8.0,California,Campylobacter unknown,,Suspected,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4669,2014.0,6.0,California,Norovirus unknown,,Suspected,Private home/residence,5.0,0.0,0.0,,,,,,,
4670,2015.0,1.0,Florida,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,"tortilla chips; salsa, unspecified; enchiladas",,,,,,
4671,2014.0,5.0,Nebraska,,,,Private home/residence; Caterer (food prepared off-site from where served); Other (describe in remarks),36.0,,,,,,,,,
4672,2014.0,6.0,California,Norovirus unknown,,Confirmed,Caterer (food prepared off-site from where served),23.0,0.0,0.0,onions,onion,,,,,
4673,2014.0,9.0,Hawaii,Salmonella enterica,Oslo,Suspected,Restaurant - Sit-down dining,24.0,1.0,0.0,vegetables,,,,,,
4674,2014.0,6.0,Multistate,Listeria monocytogenes,,Confirmed,Restaurant - other or unknown type; Unknown,5.0,3.0,2.0,mung bean sprouts,,,,,,
4675,2014.0,6.0,Multistate,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Restaurant - Sit-down dining,16.0,2.0,0.0,cabbage,,,,,,
4676,2014.0,9.0,Multistate,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type; Grocery store; Office/indoor workplace",115.0,19.0,0.0,mung bean sprouts,,,,,,
4677,2015.0,1.0,Virginia,,,,Banquet Facility (food prepared and served on-site),20.0,0.0,0.0,,,,,,,
4678,2015.0,1.0,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
4679,2015.0,1.0,Minnesota,Other,,Suspected,Restaurant - Sit-down dining,7.0,0.0,0.0,"french fries; spinach artichoke dip; quesadilla, chicken",other cheese; other cheese; other cheese,,,,,
4680,2014.0,6.0,Maryland,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
4681,2015.0,1.0,South Carolina,Norovirus Genogroup II,,Suspected,Caterer (food prepared off-site from where served),77.0,0.0,0.0,,,,,,,
4682,2013.0,6.0,Texas,Cyclospora cayatenensis,,Confirmed,,38.0,,0.0,"cilantro, unspecified",,,,,,
4683,2014.0,7.0,Maryland,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,18.0,3.0,0.0,eggs,egg,,,,,
4684,2014.0,8.0,Maryland,Salmonella enterica,Enteritidis,Suspected,Restaurant - Sit-down dining,5.0,0.0,0.0,,,,,,,
4685,2015.0,1.0,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,28.0,0.0,0.0,,,,,,,
4686,2014.0,4.0,Multistate,Salmonella enterica,Baildon,Confirmed,Private home/residence,20.0,6.0,0.0,cantaloupe,,,,,,
4687,2015.0,2.0,Minnesota,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),30.0,0.0,0.0,,,,,,,
4688,2014.0,12.0,Alaska,Clostridium botulinum,,Confirmed,Private home/residence,3.0,3.0,0.0,"seal, oil",,,,,,
4689,2015.0,1.0,Virginia,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Long-term care/nursing home/assisted living facility,53.0,8.0,0.0,,,,,,,
4690,2014.0,11.0,Illinois,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),104.0,0.0,0.0,,,,,,,
4691,2015.0,1.0,Hawaii,Other,,Suspected,Other (describe in remarks),2.0,0.0,0.0,walu fish,,,,,,
4692,2015.0,1.0,Texas,Norovirus Genogroup II,,Confirmed,Restaurant - other or unknown type,48.0,0.0,0.0,,,,,,,
4693,2015.0,2.0,Ohio,Norovirus,,Suspected,Private home/residence,15.0,0.0,0.0,chipped beef and onion cheese ball,,,,,,
4694,2014.0,8.0,Illinois,Salmonella enterica,,Confirmed,Restaurant - Sit-down dining,10.0,5.0,0.0,,,,,,,
4695,2015.0,2.0,Virginia,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,13.0,1.0,0.0,,,,,,,
